sSFR logMstar age logMhalo vlos_sigma r_rvir
-1.160476e+01  1.048984e+01  5.233932e+00  1.394582e+01  9.013615e+00  2.380522e-01
-1.034968e+01  1.011295e+01  3.261608e+00  1.341406e+01  6.449773e+00  1.045384e+00
-1.048789e+01  1.053639e+01  3.463050e+00  1.341406e+01  5.659546e+00  1.976468e-01
-9.767432e+00  9.970307e+00  1.059001e+00  1.353407e+01  5.583619e+00  5.428830e-01
-1.019105e+01  1.005602e+01  2.474223e+00  1.347073e+01  5.126638e+00  4.086907e-01
-1.045647e+01  1.100868e+01  2.350029e+00  1.394582e+01  4.766107e+00  9.488070e-01
-1.011281e+01  1.078480e+01  3.108699e+00  1.341406e+01  4.587264e+00  9.340823e-01
-1.128788e+01  1.071502e+01  2.788738e+00  1.370780e+01  4.586436e+00  7.193435e-01
-1.202273e+01  1.081578e+01  1.006978e+01  1.381632e+01  4.472046e+00  6.635671e-01
-1.120062e+01  1.086700e+01  5.978424e+00  1.347442e+01  4.397916e+00  7.882929e-01
-1.030762e+01  9.726843e+00  1.107265e+00  1.341406e+01  4.362497e+00  1.030699e+00
-9.612809e+00  9.587969e+00  4.033930e-01  1.352647e+01  4.358978e+00  4.371689e-01
-1.215343e+01  1.039608e+01  1.118577e+01  1.341937e+01  4.306177e+00  8.696376e-01
-9.945778e+00  1.048054e+01  1.696577e+00  1.435545e+01  4.201623e+00  4.156013e-01
-1.006338e+01  1.033779e+01  1.150811e+00  1.347442e+01  4.187264e+00  1.690706e-01
-1.024728e+01  1.037569e+01  3.994213e+00  1.376214e+01  4.117994e+00  4.872337e-01
-1.145205e+01  1.123832e+01  5.251459e+00  1.394582e+01  4.080175e+00  9.563010e-01
-1.216099e+01  1.029800e+01  1.049325e+01  1.443986e+01  4.059289e+00  2.390951e-01
-1.058777e+01  1.082772e+01  2.186011e+00  1.394582e+01  3.978268e+00  4.747748e-01
-1.218762e+01  1.058400e+01  1.111174e+01  1.432090e+01  3.943998e+00  3.090573e-01
-9.843804e+00  1.087208e+01  2.343270e+00  1.394582e+01  3.802570e+00  9.185185e-01
-1.111965e+01  1.044723e+01  1.213764e+01  1.376422e+01  3.658922e+00  1.249863e-01
-9.851605e+00  1.024544e+01  7.444635e-01  1.362658e+01  3.631113e+00  2.468950e-01
-9.569959e+00  1.063015e+01  1.126394e+00  1.394582e+01  3.628844e+00  4.537745e-01
-9.986957e+00  9.876284e+00  7.995518e-01  1.343090e+01  3.616671e+00  7.819029e-01
-1.033095e+01  1.024652e+01  3.223826e+00  1.394582e+01  3.606844e+00  3.407856e-01
