sSFR,logMstar,age,logMhalo,vlos_sigma,r_rvir
-12.76,10.96938,10.89119,13.85196,2.0445218170430453,0.06955738124976017
-12.08987,10.0338,1.674806,14.31559,2.0443341922607488,0.5179845475760188
-9.454502,9.77642,0.4577874,14.38108,2.0436998472947163,0.8074540452891411
-12.02151,11.208,10.86679,13.53407,2.0414449492589695,0.5596091628660116
-10.19307,10.64802,1.900438,13.71249,2.0391695448494165,0.1209651087144311
-11.3854,10.79413,4.893146,13.96917,2.039031415234437,0.8182305963152485
-10.61148,10.05278,1.26239,13.61678,2.0383470223667386,0.2623025775905184
-10.20707,10.3723,1.454934,13.69109,2.03828210294998,0.47664646621974865
-10.0505,10.58317,1.184852,13.94582,2.03752725911508,0.24292385040826145
-10.42443,10.51648,1.683942,13.81632,2.0368605185523494,1.0417849680024676
-12.22474,10.73046,9.73801,14.42842,2.0329497411929416,0.09742907179241941
-10.01633,10.63677,1.506541,13.49311,2.031433230561413,0.6060226981921951
-10.65634,10.04652,3.20301,14.22571,2.031031836729478,1.7081423190556868
-10.25685,10.83259,3.831668,13.80029,2.0305403341325086,0.2860534793392594
-11.72744,11.17748,6.665933,14.07082,2.028402151065469,0.3233884483466069
-11.05042,10.50988,5.084018,13.98834,2.026421685746232,0.14853702954638215
-11.4188,10.20186,3.942586,14.31559,2.0261132402036273,0.4133545421975118
-12.07717,10.71629,6.356001,13.74602,2.025530344932042,0.20119192663839366
-10.11839,10.81997,1.980382,14.20564,2.025166394722135,0.5748727084892632
-11.00488,10.32999,6.462957,14.31559,2.0225582432638123,0.5746692570354128
-10.16562,10.49687,2.689868,13.55853,2.022152010951195,0.5964115714088564
-12.49719,11.20072,11.38408,13.56219,2.0203978067991835,0.4066247059108496
-11.63795,11.4022,7.070379,13.75346,2.019854475398919,0.12406472956233423
