bpt lgm_tot_p50 logM200_L RprojLW_Rvir sfr_tot_p50 color_gr zoo distance weights
0              2.025281136  -0.3948791317 -0.954195695  -0.6212249743  0.688005817  E             0.5992419     1            
0              0.926636695  -0.3948791317 -0.732932161   1.1269610649  0.901417776  S             0.9089940     1            
0              1.296863742   0.5704285859 -0.752784088  -0.6410512258  0.774570650  S             0.6250340     1            
0              0.878944684   0.5704285859 -0.843797808  -0.5995588976  0.871061502  S             0.6483938     1            
1              2.693848544   0.5704285859 -0.889863110  -0.7186056567  0.903781356  E             0.5255338     1            
0              2.587731545  -0.0688907596 -1.012343265  -0.4047933251  0.811469880  E             0.6134829     1            
0              1.460708387  -0.2773757056 -0.645645042  -0.7345176579  0.810546765  E             0.5923010     1            
0             -0.081505107  -0.0688907596 -0.947246476  -0.0908564261  0.672698342  S             0.7982656     1            
0              0.046926780  -1.5718102783 -0.944130019  -0.5178224663 -0.173305902  S             0.7635731     1            
0              0.084189006   0.1046914957 -0.603050838  -0.6771337285  0.740684223  S             0.6771436     1            
1             -0.469711405   0.1046914957 -0.523099617  -0.1860019059 -0.939075243  S             0.8620709     1            
0              2.248611939  -1.4352345321 -1.011582103  -0.5387554179  0.742256561  E             0.6037334     1            
1             -0.050913092  -0.3194865607 -0.880414905  -0.8490534667  0.477809543  S             0.6627566     1            
0              1.484417956   0.1046914957 -0.791355184  -0.5136965660  0.546145395  S             0.6601567     1            
0              1.307172250   0.1046914957 -0.666293516  -0.6481160013  0.537959092  E             0.6389302     1            
0              1.221945141   0.1046914957 -0.511000705  -0.8243477898  0.594375605  E             0.5981776     1            
1              0.375859155   1.0457190806 -0.440004949   0.7339465432 -0.123528714  S             0.9110992     1            
0              0.857478731   1.0457190806 -0.823443212   0.6174165833 -0.242985850  S             0.8952132     1            
0              0.470909666   1.0457190806 -0.623111204  -0.8438846163  0.399887499  E             0.6441571     1            
1              0.506201148   0.8289223278 -0.790389322   0.9536840126 -0.086710637  S             0.9245866     1            
0              1.193050998   0.8289223278 -0.973879519  -0.5871021466 -0.022944710  E             0.6939204     1            
0             -0.324027926   0.8289223278 -0.607913852  -0.6571022020  0.567945105  S             0.7102974     1            
0              1.167037174   0.8289223278 -0.593582851  -0.5593071445  0.689826686  E             0.6556330     1            
0              1.139264840  -0.7806021484 -0.810313474  -0.7287584825  0.618295436  E             0.6231441     1            
0              2.975210184   0.1820844185 -0.972297293  -0.5736368706  1.297854989  E             0.5178917     1            
0             -0.392155039   0.1820844185 -0.884302720  -1.3442354547  0.690617927  S             0.5487362     1            
0              1.348194050   0.1820844185 -0.962476156  -0.7780652863  0.795797217  S             0.5886536     1            
0              0.209710255   0.1820844185 -0.876569891  -0.8556490422  0.655666368  E             0.6369972     1            
1              0.782651088  -1.2589966373 -0.517253053  -0.6960611050  0.827639604  E             0.6340056     1            
1              2.727078324  -0.4638912701 -0.976914095  -0.5867884966  0.646014239  E             0.5746203     1            
0              1.416078609  -0.2092257877 -1.036951721  -0.8410821661  0.516057941  E             0.5898202     1            
0             -0.029750331   0.2870684013 -0.533053401   1.4936176880  0.413424824  S             0.9529284     1            
1             -0.150511475   0.2870684013 -0.853454128   1.1882138546 -0.888065545  S             0.9573118     1            
0              2.733172471  -1.4025391261 -1.026784168   0.0407688465  0.863499062  E             0.7020417     1            
0              2.691271417   0.4220231727 -0.508849067   0.0168300822  0.442726110  E             0.7240693     1            
0              1.462891365   0.4220231727 -1.016947218  -0.5728399955  0.716135456  E             0.6365676     1            
0              0.452445309  -0.5353866040 -0.673903555  -1.0157444295  0.747993060  E             0.5807630     1            
0              1.345829157   0.0653742354 -0.752761016  -0.1511300157  0.537015689  E             0.7416572     1            
1              0.215622488   1.5726738349 -0.487420646  -1.0504473822  0.713026284  S             0.5870195     1            
1              0.489859130   1.5726738349 -0.487816502  -0.1805100979  0.949932021  S             0.7475588     1            
1             -0.061070005   1.5726738349 -0.739331566  -0.7850420868  0.436923674  S             0.6798295     1            
1              0.073819859   1.5726738349 -0.845802888  -0.7249411322  0.582035286  E             0.6773819     1            
0              0.505716042   1.5726738349 -0.814281762  -0.4454509108  0.337592468  S             0.7307628     1            
1              0.185060792   1.5726738349 -0.479215789  -1.4231885608  0.722571899  S             0.4966265     1            
0              0.770068644   1.5726738349 -0.644465191  -0.0938037163  0.460204426  E             0.7781675     1            
0              0.945859031   1.5726738349 -0.799666042  -0.5545539441  0.236825870  S             0.6957509     1            
0             -0.228856139   1.5726738349 -0.803815991  -0.6377171005  0.359762439  E             0.7224386     1            
0              2.707977264  -0.2694777647 -1.010872675  -0.5603857946  0.765897428  E             0.5734544     1            
0              1.982076358  -0.2694777647 -0.878773687  -0.8442428914  0.982890262  E             0.5261901     1            
0             -0.910551735  -1.0391303791 -1.013825587  -0.2006830220  0.473046879  S             0.8175253     1            
1             -0.308080058  -1.0391303791 -0.967335760  -0.4367260851 -0.845571834  S             0.8210127     1            
0              0.188608132   0.3675998072 -0.956222230  -1.3093769520  0.850702257  E             0.5152579     1            
1              0.640393672  -1.0077800374 -0.796912004  -0.2369883948  0.265949633  S             0.7680349     1            
0              1.585805168  -1.0767231982 -1.017215579  -0.8735589686  0.840096581  E             0.5500673     1            
0             -0.356499728  -1.1554266964 -0.977148520  -1.1342391136  0.672419379  E             0.5989604     1            
0              1.962641788  -1.1554266964 -1.049144041  -0.5737809456  0.600451932  E             0.6196238     1            
0              1.054219646  -0.7877068463 -0.871395233  -0.6319094751  0.755738094  E             0.6402920     1            
0              1.922893392  -0.0168816118 -0.608924035  -0.8883196447  0.837885163  E             0.5289550     1            
0             -0.435844923   0.2075026824 -0.525991590  -0.5380184679  0.338819907  E             0.7511873     1            
1              0.681172918   2.1396701147 -0.899740691  -0.5539648941 -0.188268477  S             0.7324947     1            
0              0.470667113   2.1396701147 -0.822725999  -0.6081549482  0.404929125  S             0.6953561     1            
1             -0.631130519   0.1230395505 -0.456756353  -0.2164436807 -0.118395790  S             0.8316630     1            
0              0.843410649  -0.7236266098 -0.540283473  -0.3768789830 -0.144877011  S             0.7568912     1            
0             -8.767129863  -1.5760524038 -0.804840037  -2.5397520464  0.283777921  E             0.7101148     1            
0              5.432637308  -1.5760524038 -1.018918044   0.8107798723  0.992324292  E             0.7335236     1            
1              0.012575192  -0.7236266098 -0.940761517  -0.7985558129  0.537806930  E             0.6670149     1            
0             -0.306624739  -0.2112261396 -0.640249708   0.2472210699 -0.772950091  S             0.8983023     1            
1              0.866180325  -0.2112261396 -0.621837163   0.8636499954  0.516423129  S             0.8971316     1            
1              1.719360990  -0.9648414505 -0.933630415  -0.5719742705  0.517828089  E             0.6376246     1            
0             -1.040287345  -0.9648414505 -0.583456090   0.6990780445 -0.389182882  S             0.9351371     1            
0              2.311554478  -1.4344412891 -0.937791514  -0.6443458260  0.938195277  E             0.5612498     1            
0             -0.265390705  -0.3714612196 -0.826137308   0.0452658994  0.812504580  S             0.8187951     1            
0              1.656539727  -0.3714612196 -0.812293856  -0.6383291006  0.632289247  E             0.6175858     1            
0              0.003206577  -0.8773088131 -0.797987973  -0.0801841652  0.572474454  S             0.8017694     1            
1              0.505958595  -0.9638412746 -0.889985335  -0.0553471633 -0.353942216  S             0.8300319     1            
1             -0.339157178  -0.9638412746 -0.999413295  -1.0648574333  0.249252415  E             0.6432236     1            
0             -0.643227857   0.1174868497 -0.294133339  -1.2474973723  0.417796939  E             0.6043570     1            
0             -0.472803958   0.1174868497 -0.854961235  -0.1598003989  0.473498292  E             0.8096515     1            
0              2.251583214  -0.2553028577 -0.991994385  -0.6965966050  0.640490767  E             0.5729464     1            
0              0.257068756  -0.5290061714 -0.987843284   0.0669791510  0.614770355  S             0.8141475     1            
0              2.344693301  -0.5494235557 -0.979439574  -0.4730444629  1.029832169  E             0.5943693     1            
0             -0.545084793   2.0473090419 -0.778686114   0.5377743397 -0.839150607  S             0.9265949     1            
1             -0.293739103   2.0473090419 -0.753524767  -0.8189226644  0.550243619  S             0.6760083     1            
1              0.934913821   2.0473090419 -0.350059180  -0.4476145859  0.737362024  S             0.6877189     1            
1              0.197218769   1.2482719487 -0.914957378  -1.2454178471  0.503256063  E             0.5556975     1            
1              2.305187458   1.2482719487 -0.541181240  -0.6080746232  0.686200164  E             0.5882807     1            
0              2.762582039   1.2482719487 -0.577382820  -0.0135947351  0.892693834  E             0.6875196     1            
0              0.536853801   1.9514990866 -0.436037176  -1.0719018088  0.740587853  E             0.5633357     1            
0              1.748861516   1.9514990866 -1.017944448  -0.5672325451  0.745462102  E             0.6218113     1            
0              0.285477792   1.9514990866 -0.825908695   0.0157694096  0.603444447  E             0.8059383     1            
1             -0.738035815   1.9514990866 -0.494457711  -0.8343297656  0.126959998  S             0.7185241     1            
0             -0.378753978   1.9514990866 -0.973909731  -0.7386626833  0.317106422  E             0.7110974     1            
0              2.296000758   0.2152626680 -0.939568309  -0.2758942578  0.402880013  E             0.6835202     1            
1             -0.092056168  -0.5728759565 -0.904049059  -1.6105511001  0.815791274  S             0.4581884     1            
1             -0.707868268   0.9262153026 -0.872662227  -1.1978399435  0.392406211  S             0.6210019     1            
0              1.428994564   0.9262153026 -0.812274674   0.3890593482  0.737285943  E             0.8195406     1            
0              1.421081268   0.9262153026 -0.560522339   0.3072846670  0.689801326  E             0.8096633     1            
0              0.617745273   0.9262153026 -0.965882199   0.1010006162  0.476049538  E             0.8138544     1            
1              0.910719145   0.9262153026 -0.978849233  -0.8078658636  0.634252134  E             0.6149466     1            
0              0.447412331   0.9262153026 -0.836789501  -0.6952795299  0.617372321  E             0.6642068     1            
0             -0.518798097   0.9262153026 -0.471574503   0.5314118342 -1.001958632  S             0.9289788     1            
1              0.604041020  -0.0183991201 -0.847732146  -0.7517237843  0.520135876  E             0.6505744     1            
1              1.248535029  -0.0183991201 -1.036676996  -0.8354173407  0.539090161  E             0.5980686     1            
0              0.304275660  -0.2716160718 -0.840960681  -0.4460170108  0.552018840  E             0.7266973     1            
0              1.057312198  -0.8964501109 -0.900013574  -0.2851223260  0.471723072  E             0.7314190     1            
0             -0.974888955   0.5734636025 -0.435518538  -0.4375293352  0.234284768  E             0.7938712     1            
0              0.612985167  -0.8964501109 -0.814630581  -0.3651909296  0.639684309  S             0.7245847     1            
1              0.382832558  -0.8964501109 -0.947874868  -0.9832038770  0.420627148  S             0.6149391     1            
0             -0.755499641  -1.2117814361 -0.846856776  -0.7683140855  0.275835077  S             0.7236801     1            
0              0.433222972   1.4420301665 -0.804701258  -0.0900063835  0.332936318  E             0.7968668     1            
0             -0.135594457   1.4420301665 -0.781550819  -0.8213145646  0.420206167  S             0.6764864     1            
0              1.547299857   0.6887252550 -0.978717923  -0.4167818961  0.673596097  E             0.6702936     1            
1             -1.223596879   0.6887252550 -0.764037570   0.4682276743 -0.878910478  S             0.9322178     1            
0              2.284600760   0.3460787805 -0.609340699  -0.1557948585  0.704824765  E             0.6906773     1            
1              0.291480982   0.4463033054 -0.940799789  -1.0456827068  0.862154966  S             0.5736971     1            
0              2.075489636  -1.3044873972 -1.007301247  -0.1261315988  0.797171745  E             0.7005263     1            
0             -0.151906155  -0.6987946559 -0.529646630   1.1866119444 -0.457919427  S             0.9518291     1            
1             -0.381482701  -0.6987946559 -0.734278426  -0.6976166051  0.612569081  S             0.7017931     1            
1              1.686616316  -0.9210406430 -0.742733058  -0.6920231797  0.974546724  E             0.5793636     1            
0              2.323530539  -0.9210406430 -0.899543807  -0.5435009683  0.707989730  E             0.6012182     1            
1             -0.308959313  -1.2053320259 -0.342157431   1.5124074919 -0.690884175  S             0.9679207     1            
1              0.386076706  -0.8752049948 -0.656576126  -0.7648511853  0.587868153  S             0.6535721     1            
0              0.359365542  -0.1031381626 -0.911381281   0.1767922320  0.489668017  E             0.8321197     1            
0              0.639787289   1.6998341319 -0.637578920  -0.2176736733  0.515048601  E             0.7584012     1            
0              0.812848954   1.6998341319 -0.337069615  -0.7401391334  0.647322830  E             0.6345954     1            
0              0.511931466   1.6998341319 -0.901956406  -0.5816362212  0.522215420  E             0.6918246     1            
0             -0.087174787   1.6998341319 -0.375614766   1.3754853589 -0.877794625  S             0.9637071     1            
1             -0.771326233   1.6998341319 -0.952183145  -1.2894550755  0.508946914  S             0.5944957     1            
1             -0.152542857   1.6998341319 -0.528238542  -1.3850188828  0.929735082  S             0.5087678     1            
0              0.810332465   1.6998341319 -0.803743967  -0.7673718605  0.717302030  E             0.6236770     1            
0              0.880005854   1.6998341319 -0.830889726  -0.4195267163  0.546627241  E             0.7077316     1            
0             -0.192351891   1.6998341319 -0.473961072  -0.4579663117  0.547474275  S             0.7449924     1            
0              0.276503326   1.6998341319 -0.298265819  -0.5223181167  0.634105044  E             0.7077284     1            
1              0.350482033   0.5009680927 -0.780876171  -1.1278551881  0.710196075  S             0.5615543     1            
0              0.037406569  -1.0186785060 -0.839746115  -0.1510379607  0.797090592  S             0.7781045     1            
1             -0.494724698  -1.0186785060 -0.755062987   1.3580942301 -0.730091192  S             0.9645937     1            
0              1.014895718  -1.1385961499 -1.000525238  -0.6401727507  0.633029768  E             0.6485068     1            
1             -0.370325257  -0.9992268088 -0.825628851  -1.2064002941  0.569563092  E             0.5896712     1            
0              2.242639067  -0.7464927006 -0.990819131  -0.7551267595  0.924718816  E             0.5386899     1            
0              0.303638958  -1.2009864340 -1.003395624  -1.2380139216  0.681797616  E             0.5390745     1            
0             -0.208754547   0.4476828584 -0.587499286  -0.8543102921  0.675711145  E             0.6561133     1            
0              0.073698583   0.4476828584 -0.817555066  -0.8309140403  0.509596137  E             0.6588187     1            
0              2.246125769   0.4476828584 -0.904920088  -0.2523503610  0.703085048  E             0.6718059     1            
0              0.976663280   0.4476828584 -0.662940928  -1.0235525301  0.542884061  E             0.5664684     1            
1              1.033269118  -1.1264905724 -0.609309143  -0.8403809161  0.769437726  S             0.5916481     1            
1              0.713432486   0.2515794005 -0.917156436  -0.4289065095  0.311836552  S             0.7268298     1            
0              0.762003752   2.0738309482 -0.876092131  -0.7224191820  0.631513222  E             0.6421791     1            
0              0.462844774   2.0738309482 -0.986221025   0.1888446804  0.704870413  E             0.8217377     1            
1              0.729168121  -0.6178493841 -0.816453522   0.9949346772 -0.301867385  S             0.9284327     1            
0              1.935506156  -0.6178493841 -0.811033957  -0.5105995908  0.737813437  E             0.6262534     1            
1              0.319708104   1.6605858493 -0.597957075  -0.1832473957  0.523508795  E             0.7760825     1            
0              0.434284142   2.0738309482 -0.788752623  -0.9881394024  0.711139478  E             0.5909228     1            
1              0.720072378   2.0738309482 -0.651636456   0.8708102047 -0.949564262  S             0.9328058     1            
0             -0.269877938  -0.1228657704 -0.587686078  -0.8837653444  0.415306558  E             0.6694287     1            
1              1.944723175  -0.1228657704 -0.913851002  -0.9045299960  0.790603428  E             0.5272434     1            
1              0.397294789  -1.5476336121 -0.667179440   0.1482323573  0.758837122  S             0.8154884     1            
1              0.256068224   1.2685513777 -0.544118078   0.4926597362  0.527282407  S             0.8725920     1            
0              1.596083357   1.2685513777 -0.918962115  -0.8333951905  0.843337627  E             0.5591155     1            
1             -0.246047092   1.2685513777 -0.950255583  -0.6508521515  0.519187401  S             0.7111102     1            
0              1.754834387  -0.0435069845 -0.961937442  -0.3706465275  0.615313065  E             0.6744554     1            
1              0.104351236   0.9532200525 -0.766513687  -0.2741865226  0.423437069  S             0.7733857     1            
0              0.103744853   0.9532200525 -0.491242905   1.5065743665  0.330106109  S             0.9533286     1            
1             -0.016288632   0.4275413847 -0.721355078  -0.9735164263  0.613700151  E             0.6237689     1            
