bpt lgm_tot_p50 sfr_tot_p50 color_gr type
0              0.7265606745 -0.3595036642  0.3599906815 matched      
0              2.7541533177 -0.1840701532 -0.6694344366 matched      
1              0.2716522630 -0.4905565892  0.6408305948 matched      
1              0.2159256794 -0.9033544459  0.1692508264 matched      
1              0.7237106751 -1.0755304591  0.7290337028 matched      
0              1.1300478206 -0.5825032213  0.5397393845 matched      
0              0.4780649839 -0.9292178229  0.8538824379 matched      
1              0.9245749930  1.8618125987 -0.6600004067 matched      
0             -0.4743199149 -0.6693919279  0.3344528639 matched      
0              0.1576522878 -0.8274753651  0.7936010153 matched      
0              0.9829999803 -1.0000109283  0.8514174172 matched      
0             -0.3953991874 -0.8293343152  0.6616311092 matched      
0             -0.4432731132 -1.1253651129  0.1258086401 matched      
0             -0.1612747704 -1.1139054120  0.6561532854 matched      
0             -0.1166753120 -0.4644968622  0.5835822635 matched      
0              0.9483755197 -0.2188423384  0.6902628829 matched      
0              1.2447754551 -0.5904796219  0.6149377330 matched      
1              1.9596401930 -0.2215124436  0.5461149628 matched      
0             -0.2006290171 -0.7230375571  0.3747757339 matched      
0             -0.1881072113 -0.2079733451 -0.0894394047 matched      
0              0.1681427111 -0.8935496951  0.5990875483 matched      
1              1.0728659181 -0.5155325661  0.4139168140 matched      
1             -0.5964454202 -0.9323861981  0.5370359770 matched      
0              0.5877596409 -0.2159576507  0.5456635496 matched      
1              0.6980909998 -1.0336543559  0.4882934889 matched      
0             -0.2805502763 -0.7719720608  0.5229052203 matched      
0              2.0985018648 -1.0786083093  1.1256382933 matched      
1              1.3157222482  1.1292672850  0.5962167628 matched      
0             -1.0534155334  0.9766278433 -0.9266385544 matched      
0             -0.6806113593 -1.2314323711  0.4970225027 matched      
0             -0.0859620208 -0.5087291656  0.2996636104 matched      
1              1.6260689891 -0.5683723952  0.5001874676 matched      
0              0.1504363319  1.2177001443 -0.3826957186 matched      
1              1.2720323641 -0.9318455981  1.0208394079 matched      
1              0.6822340884 -0.7387583083 -0.8376391331 matched      
0             -0.6920719951 -0.3098059454 -0.1455414506 matched      
0              0.9433425421 -0.8724535435  0.4345702388 matched      
0              1.4501876444 -0.5444023934  0.3840271697 matched      
1             -0.5966879733 -1.4282987612  0.4810049400 matched      
1              0.5187835921 -1.1464051645  0.4965710894 matched      
0             -0.4456380063 -1.4811118152  0.6217038599 matched      
1             -0.4188965227 -1.0296942056  0.2918374232 matched      
0             -0.8045560131  0.1717413191  0.0949755927 matched      
1              3.6781594993 -0.1413252649  1.2704303649 matched      
0             -0.4294475843 -1.4622150388  0.4575821710 matched      
1             -0.0451827744 -0.8494206668  0.6660235124 matched      
1              0.0720613490 -1.1912354430  0.5619550035 matched      
1             -0.5506635153 -0.9293695479  0.1360592716 matched      
0              0.3004251290 -1.2141063947  0.6418500787 matched      
1              1.7739051271 -0.5761396958  0.6104743210 matched      
1              0.1365198456 -1.2514983226  0.6756452085 matched      
0              1.0571302833  0.2295660160  0.5903382463 matched      
0              0.5229069954  0.0808628821  0.8472989052 matched      
0              0.0341927402 -1.3646329063  0.6460294554 matched      
0             -0.7151448624 -1.1340555136  0.2176585586 matched      
1              2.6059533500 -0.2552262512  0.8416689196 matched      
1              0.3997506393 -0.6222793993  0.9830525674 matched      
0              1.4177461621 -0.5476332436  0.6672712389 matched      
1              0.0216709345 -0.5064915405  0.3713318057 matched      
1              0.5360351841 -1.0563009076  0.6954617435 matched      
0             -0.3363981364 -1.6232411761  0.6730888908 matched      
1              1.5831067644 -0.8188104644  0.6859922091 matched      
1              0.9963404029 -0.8968646954  0.7582842677 matched      
0              1.6803099347 -0.4096603830  0.6837300708 matched      
0              2.7936894793 -0.5881489217  0.6455729700 matched      
0             -0.5834081890 -0.5547043941 -0.1842108293 matched      
0             -0.0693471308 -0.6987972552 -0.5757636489 matched      
0             -0.0592508564 -1.2063097691  0.6269889454 matched      
1              1.2586616223 -0.9322816481  0.9250941479 matched      
1              1.7192700326 -0.6985983552  0.6591559444 matched      
0              2.5720868680 -0.1985989068  0.6637563020 matched      
1              1.1869568507 -0.5597023945  0.3908389451 matched      
0             -0.3538619624  0.6398999350  0.3498059868 matched      
1             -0.1711891299 -1.2167507449  0.4696993202 matched      
0             -0.1273173309 -0.5819830212  0.3257441384 matched      
0             -0.2284013515 -1.2243663205  0.4509428456 matched      
1              0.7090665293 -0.6486209014  0.5369396079 matched      
0              0.3527559687 -0.8421863162  0.5300821840 matched      
1              0.7398404588 -0.8379584159  0.6290177691 matched      
1              0.9918531698 -0.6709461531  0.6328471737 matched      
1             -0.5977794625  0.5358766295  0.4766074647 matched      
0              2.7681607615 -0.4822193636  0.9134436281 matched      
0              2.9971612435 -0.2495600232  0.9060739262 matched      
1              0.7993266161 -1.1754483918  0.6820613633 matched      
1             -0.3447055814 -1.1063076865  0.5746199351 matched      
1             -0.1426284978 -1.1512845899  0.6204459892 matched      
0              0.5247564631 -0.9068874712  0.4003541280 matched      
0             -0.1417492427 -0.7171853066  0.5293974560 matched      
0              0.6244458031 -0.9260073726  0.7338267987 matched      
1              1.5672498530 -0.3807478433  0.8173027476 matched      
0             -0.1968391243 -1.1974383185  0.6772986998 matched      
1              0.7687042823  0.7321503996  0.3959414365 matched      
1              1.7706306597 -0.6022389478  0.5050921487 matched      
1             -0.8538549386 -1.5575722961  0.5229813012 matched      
0             -0.0744407467  0.0650799109  0.3158536231 matched      
1              2.2195055619 -0.7377638082  0.8387930621 matched      
0              0.0341927402 -1.0048087537  0.5828011664 matched      
1              1.6497482392  1.0190416141 -0.4563876655 matched      
0              0.3161001256 -1.0305331556  0.7466946126 matched      
1              0.8680904309 -0.6180680740  0.1344057803 matched      
