bpt lgm_tot_p50 sfr_tot_p50 color_gr type
0             -0.5143715019 -1.0141761794  0.3841286109 matched      
1              1.2641797062 -0.3791444032  0.6942748817 matched      
0             -0.6443193459 -1.0554632326  0.0538259771 matched      
1             -0.1722502999  1.3060522961 -1.1120375313 matched      
0              0.9355505225 -0.9890727025  0.9288271834 matched      
1             -0.1865306159 -0.8550803922  0.7814838661 matched      
1              0.9062925502  0.8297991253 -0.8468652086 matched      
1              0.4882218966  0.8229973568 -0.2708263828 matched      
1              0.8069367208  1.2408322161  0.9719295418 matched      
1              0.4457750974  0.1476977497  0.1075340111 matched      
1             -0.3194800550 -1.0213174549  0.5007251058 matched      
0             -0.4086486526 -0.9304201480  0.3641903465 matched      
0              1.2034504642 -0.5676660451  0.5858596181 matched      
0             -0.2532024099  1.2246792398 -1.1350443914 matched      
1              0.9903372127  0.0001478534  0.2653308422 matched      
0             -0.5505119196 -1.2630829735  0.5594189739 matched      
0             -0.4038582281 -0.0382642020 -0.3763911492 matched      
0             -0.5784055305 -1.3505977052  0.3266317487 matched      
1              1.1926265303  1.5679549112  0.9487096552 matched      
0              0.0610858195 -0.9601786503  0.5251217102 matched      
1              0.2651336474 -1.2622006734  0.6747525261 matched      
0             -0.6999246530  0.0183169873 -0.3344502923 matched      
0              0.2611618397  0.5623192390  0.4234573572 matched      
1              0.4220958472 -1.3414228045  1.1928532207 matched      
0              0.1715990933  1.0563969494 -0.0182530550 matched      
1              1.1296536717  0.2978135837  1.0667770473 matched      
1              0.0199730625 -0.4815678385  0.5715209070 matched      
0             -0.4419087517 -0.9781689016  0.5260143926 matched      
1              1.0974547426  0.7804323583  0.2894890598 matched      
1             -0.3012279313 -0.3611374493  0.2381648936 matched      
1              0.6216867611 -0.6593270772  0.3914526642 matched      
1             -0.5323204342 -0.1701342746  0.0527304123 matched      
0             -0.2195178428  1.0021006878 -1.2314540911 matched      
1              0.6517027121 -0.7598429849  0.5079832224 matched      
0             -0.8355421766 -0.3346029123  0.2120235009 matched      
1             -0.7230884777  1.5104821143 -1.2730196156 matched      
1              0.2566442875 -1.2807608498  0.6693812155 matched      
1              0.6441229265 -1.0290490555  0.6538911470 matched      
1              0.3329272496 -1.0442075317  0.6418348625 matched      
0             -1.6334510453  0.2825443101 -1.3873489001 matched      
0             -1.2837500576  1.2056360934 -1.0627523328 matched      
0             -0.3746002558  0.8630479149 -0.2158503340 matched      
0              0.9822116826 -0.9884747274  0.6562699427 matched      
1             -0.1432045615 -1.1938415432  0.6825482810 matched      
1              0.5811197487 -1.3283311035  0.6924185080 matched      
1              0.1851820690 -0.0220228683  0.2595284066 matched      
1             -0.4145002471 -1.2243956455  0.5652366257 matched      
0             -0.4293566268 -0.4108330006 -0.0147381180 matched      
1              0.7456920533  0.1067448741  0.1086904406 matched      
0             -0.3296672868  0.7681251393 -0.5910204027 matched      
1              1.2245222681 -1.0686837086  0.7592023104 matched      
1              0.3223761881 -0.1444583227 -0.1491273964 matched      
1             -0.5574550032 -0.7222559820 -0.2637102838 matched      
0              0.4824612596 -0.3909711766  0.6333340914 matched      
0              0.0462597589  1.6673704938 -0.9705017216 matched      
0             -0.4778369354 -1.1046310613  0.3726150367 matched      
0              1.4294493511  1.2116911964 -0.9683511686 matched      
1             -0.6244906269  0.7986698322 -0.2702278798 matched      
1              0.9893670002  1.3579194276 -0.4636356380 matched      
1              0.7830149175  0.5135671878  0.6303212883 matched      
0             -0.1985369963  0.5344129294 -0.0071604617 matched      
1              1.8000099086  1.7334199614  0.4953892996 matched      
0             -1.4389537472  0.9377914296 -1.6825630289 matched      
1              0.3840453236  1.4825958221 -0.4914051617 matched      
0              2.2714119335 -0.4544205365  0.7653445740 matched      
0             -0.2399226256  1.0458886536 -1.6409721441 matched      
0              0.2075575961 -1.1683313412  0.7492407863 matched      
0              0.5935505971 -0.4216155489  0.5443803186 matched      
1             -0.3745092984 -1.1768674669  0.5409363905 matched      
1              0.7726760899  1.7198970553 -0.8976314483 matched      
1             -0.6067539286  1.3393523661 -1.0984291967 matched      
1              0.2976357679  1.0862146117  0.1750735503 matched      
0              0.4097862754 -1.0227237801  0.6489458894 matched      
0              0.1872740899 -0.0812151303  0.6671545816 matched      
1             -1.0293724535  0.7779117468 -0.8447653762 matched      
0              0.1093842132 -0.8014016131  0.5046356634 matched      
1              0.9166616969 -0.7072645309  1.2067151583 matched      
0              0.0919203872 -0.1289200240  0.6919772389 matched      
0              0.9693563662  0.5460963928  0.3597725830 matched      
1             -0.3600470675  1.5891265428 -1.2798263189 matched      
0              1.3704483001  0.0884926102 -0.6834637522 matched      
0             -1.1220277525  0.6714111799 -0.5041360301 matched      
0             -0.1723109382  1.2034849132 -0.6592497419 matched      
1             -0.0039790600  1.3339950707  1.3146942248 matched      
1             -0.2864928282 -1.1673406661  0.7073252898 matched      
1              1.8618609590  0.6805746056  0.4095446991 matched      
0             -0.1784960432 -1.1956800933  0.6788913264 matched      
1              1.8395157511 -0.7618192350  0.8337007147 matched      
1             -0.0173498017  0.2434363596  0.5636744315 matched      
1             -0.2033274208  1.2387139309 -0.4274464962 matched      
0             -0.0819902132 -0.1246125637  0.4763487897 matched      
1             -0.5376262841 -0.7879975370  0.6246253659 matched      
0              1.6257961168 -0.6808414288  0.5491328380 matched      
0             -0.6013571213 -0.2166622157  0.3180548968 matched      
0             -0.0324790537 -1.1753349168  0.5998027086 matched      
0              1.5318067756 -0.6918446797  0.5310205149 matched      
0             -0.1376864776 -0.6295723999  0.4937560966 matched      
1              0.5351862481 -0.7527731093 -0.1566594041 matched      
1              0.0056321082  0.6314213118  0.5031799824 matched      
0              1.2065733358  1.0068359106  0.5249847646 matched      
0              1.4467009431 -0.3885017564  0.7905222755 matched      
1              0.3552724575 -0.2876409612 -0.2328417321 matched      
1             -0.3917002521 -1.2289473959  0.5113865741 matched      
1              0.4270378674  1.8338770916 -1.3250031494 matched      
1             -0.2166375242 -1.3345072040  0.5334246709 matched      
0             -0.6209129681 -0.2645564469 -1.3874554133 matched      
0              0.1051092141  1.3140177317 -0.3939151134 matched      
1             -0.0309934158 -0.7024922055  0.4403625303 matched      
1              1.2640584297 -1.0035694536  0.8818193396 matched      
1             -0.1829529571 -0.8423571662  0.4233609881 matched      
1             -0.2666337899 -0.9894220525  0.3936437938 matched      
1              0.9300627578 -1.4469775126  0.7158159167 matched      
1             -0.7782693167 -0.6952463799  0.3121104435 matched      
1             -0.2240960333 -0.9580022251  0.7876920665 matched      
1              1.0644371966  0.5702204146  0.8084215721 matched      
0              0.3034873624 -0.4501760611  0.7431644595 matched      
0              0.9674159411 -0.7090508060  0.4176194172 matched      
1              1.1747382364  1.7420875395 -0.4108557909 matched      
1              0.0619650746 -0.2958203418  0.4774037780 matched      
1              1.2933164020  1.0292032374  0.6205423583 matched      
0             -0.6999852913  1.0719478706 -0.9794234736 matched      
0              0.0699390090 -0.8713353684  0.5035908192 matched      
1             -0.4183204590 -0.2365049147 -0.3482310769 matched      
0              0.9503159448  0.2596199358  0.7209285523 matched      
0             -0.0695896839  0.8334021608  0.1006715151 matched      
1              1.7189971603 -0.7882015371  0.6841611958 matched      
0              1.4916945503 -0.4300782346  0.6473380466 matched      
0              0.8779441521 -0.6010289727  0.8244797112 matched      
1              0.8047840617  1.8125404749 -0.6485324810 matched      
1             -0.8312671775 -0.3386838051  0.0050733449 matched      
0             -0.3713561075 -1.1320971134  0.5954813142 matched      
1              0.0583570967  1.4368245936 -0.7747151677 matched      
1             -0.0961189335 -0.6006502977  0.5644910330 matched      
1              0.6710766440 -0.8966045954  0.4603261550 matched      
0              0.2532182244 -1.1078784866  0.5304980928 matched      
0             -0.2804896380 -0.3202147912 -0.5840919700 matched      
1              0.7760415147 -0.5675640451 -0.3743927579 matched      
0             -0.2450162415 -0.6375526255 -0.3767918418 matched      
0             -2.0392454781 -1.3466936549 -0.9373405991 matched      
0             -1.5281829831  0.6970824144 -0.7580635976 matched      
0              0.3908368115  0.9579564741  0.1322602993 matched      
1              0.8431984150 -1.0048444537  0.6762437115 matched      
0              1.4449424328 -0.6250040745  0.7709694876 matched      
1              0.4314341430 -0.8116322139  0.2838083536 matched      
0             -0.3878497210 -0.3255020891  0.3320740682 matched      
1              0.8883132988 -0.1594533438  0.7985817774 matched      
1             -0.1761008310 -0.1238415711  0.2598530184 matched      
0             -0.2176077368  1.4598977604  0.3359186890 matched      
1              1.1027909116  0.0322033959 -0.5535987506 matched      
0             -0.1295306283  0.4642865215  0.8796332821 matched      
0              0.6842654709  0.1497408099  0.8555765057 matched      
0              0.3355650150  0.3478624376  0.8907765959 matched      
1             -0.8999097158  0.4026361868  0.2931663027 matched      
0              0.1958544071 -1.2920484257  0.4566894886 matched      
1              0.2810511971 -0.6977288051  0.7342680678 matched      
1              0.2619501374  0.4495976279  0.0611703187 matched      
1              1.0282361406 -0.8492090167  0.4525557604 matched      
1             -0.0399982010 -0.0236997484  0.5208104599 matched      
0             -0.3055938878 -0.7814580615  0.6345463135 matched      
1              0.7572133274  0.1650021786 -0.1808176217 matched      
0              1.8085599068  0.7686867514  0.2733700559 matched      
1             -0.8745932319 -0.8279815401 -0.1814364129 matched      
1              0.2090129149 -1.0151337045  0.7550736543 matched      
0             -0.0953609549 -0.4915115643  0.4776928854 matched      
0             -1.0227022422  1.0312734550 -1.9001594370 matched      
1              0.2346325902  1.0547595943  0.3454592322 matched      
1              0.8402574582 -0.7559606096  0.4492284896 matched      
0              0.8574484119 -0.3611116943  0.8033799453 matched      
1             -0.6532634929  0.9538591593 -0.9709582070 matched      
1             -0.2703024062 -1.3299822286  0.6567213560 matched      
1             -0.8897528031 -0.3081481902 -0.1549906967 matched      
1             -1.0802176552  0.6716543224 -0.5341981244 matched      
1              1.1562435595 -0.2918006490  0.6813309868 matched      
0             -0.2847646371 -1.0395945813  0.5408603096 matched      
1              0.6001601701 -0.3644752721  0.5555997134 matched      
1              0.4377102055 -0.3070235126  0.0330863274 matched      
0             -1.4691819321  0.9508715663 -0.9178436039 matched      
0              0.6125910184 -0.9781536016  0.8589595691 unmatched    
0              2.1464364289 -0.5160310912  0.5823142488 unmatched    
0             -0.7112640122  1.2405935361 -1.2444233463 unmatched    
0             -0.9726150191  1.4022532210 -1.3374854869 unmatched    
0              0.5604420936  1.6114992245 -0.9199180761 unmatched    
0             -0.3759342980  1.5479353696 -1.1988306069 unmatched    
0             -0.2769119792  1.2291031077 -0.3400650618 unmatched    
0             -0.0742285127  2.1183376459 -1.2296382939 unmatched    
1              0.5953394265 -0.6910427046  0.3785594900 unmatched    
0             -0.7283336893  1.4997639535 -1.3445356491 unmatched    
0             -0.3684757890  1.6680974989 -1.6696952149 unmatched    
0              2.1437683443  0.1431278944  0.5415602538 unmatched    
1              0.6591612211 -0.7128235313  0.9556786644 unmatched    
0             -0.7815437841  0.9347441029 -1.0430017346 unmatched    
0              1.3708424489 -0.5386763679  0.6328268855 unmatched    
0             -0.3597741952  1.9019775243 -1.5620813366 unmatched    
0             -0.2675130451  1.6511799051 -1.4321808306 unmatched    
1              0.5750862394 -0.7163527315  0.7459794523 unmatched    
1              0.2198974870 -0.5168942662  0.4032452017 unmatched    
0             -0.1394753070 -0.2114468278  0.1833866552 unmatched    
0              2.6623166356  0.0944364056  0.6409472521 unmatched    
0              0.5625644336 -0.0304891239  0.1465178575 unmatched    
0              1.7479822604 -0.0527589131  0.7846894075 unmatched    
0              0.7151303578  1.2881062872  0.1337667008 unmatched    
0             -1.6954536913  1.0957720125 -1.3816681939 unmatched    
0              0.9434031804 -1.1211002376  0.7423833624 unmatched    
0              0.1305469746  1.5612124557 -0.6051359432 unmatched    
0              0.8786414924  0.9210646778 -0.8112644257 unmatched    
0             -0.4147731194 -1.2015884438  0.6042762647 unmatched    
0             -1.0034192677  1.2628841078 -0.7413511628 unmatched    
0              0.0760331567  1.5258496905 -0.4362921673 unmatched    
0              0.2653458814  1.8468404001 -1.1122251975 unmatched    
0              0.3487538419  1.2829593668 -0.7748318251 unmatched    
0              0.3625793708  1.4812278745 -0.7177914483 unmatched    
1              0.7371420551  0.4674193243  0.6244021953 unmatched    
0              1.8582226619 -0.6988546302  0.5797021383 unmatched    
0              1.0674084725 -0.1261383563  0.7358606944 unmatched    
0              0.5712053892  0.9641452991  0.5440202024 unmatched    
1              1.7901561874 -0.5686822202  0.6699442141 unmatched    
1              0.5675367729  0.8874564657  0.2084832037 unmatched    
0             -0.1955960395  0.6791222530 -0.1931528695 unmatched    
0             -0.0574620270 -0.8356391907  0.5759538866 unmatched    
0             -1.5504978719  1.4058622362 -1.8466137089 unmatched    
0             -0.8771097207  1.2697172158 -1.6252944094 unmatched    
0             -1.5626255288  1.3537863873 -2.3116708093 unmatched    
1             -0.5739486166  0.8034673133 -0.0365986928 unmatched    
0              0.7414170542  1.5541334001 -0.2553667466 unmatched    
0             -1.7918685639  1.7087944820 -2.2682032626 unmatched    
0             -1.1703867845  1.2359677082 -1.9023962151 unmatched    
0              0.7595479013 -0.4793085384  0.4842764181 unmatched    
0              3.4725047569 -0.2504507383  0.8561395042 unmatched    
0             -1.4443202354  1.2625931528 -1.5551630480 unmatched    
0              0.4549011592 -0.9302760730  0.3716716337 unmatched    
0              0.1134166591 -0.1750218600  0.9403711900 unmatched    
0              1.7971599092 -0.5961750473  0.7314682912 unmatched    
0             -0.4901465072  0.8726779268 -0.2741080050 unmatched    
0              0.0401049730 -1.1777370169  0.6340391076 unmatched    
0              1.5819546370  1.4444947392 -0.5567738596 unmatched    
0             -0.4711667241  2.0057358848 -1.2625813179 unmatched    
0             -0.2559917710 -1.1719689165  0.3738424750 unmatched    
0             -0.3744486601  1.2917938425 -0.4592229466 unmatched    
0              1.0813855971 -0.4733785129  0.5430311509 unmatched    
0              1.1600334523  0.5721964098  0.8033292247 unmatched    
0             -0.5359284121  0.7121047205 -0.1144091517 unmatched    
0              0.4427431831  0.8671434319  0.9263570906 unmatched    
0              1.5893221886 -0.4261670443  1.0100815705 unmatched    
0              0.8363462888  1.3288254553  0.3780928605 unmatched    
0              1.8920891439 -0.7197569818  0.6727439907 unmatched    
0              0.1313655914  1.5299379783 -1.1273247174 unmatched    
0             -0.1000907411  0.7151690558  0.4558170944 unmatched    
0             -1.8767015242  1.2050511233 -1.8827369139 unmatched    
0              0.1415831424  0.7535613360  0.6958370759 unmatched    
0             -1.1002282891  1.0524954491 -1.4928578738 unmatched    
0              0.4332229724  1.7690240841 -1.1318388501 unmatched    
0              0.4327075470  1.8415292597 -0.5238156194 unmatched    
0             -1.0089373516  0.9609729586 -0.9298238075 unmatched    
0             -0.1826194466  1.0455813786 -0.2942339356 unmatched    
0             -0.7767230405  0.8850165618 -1.2014173570 unmatched    
0             -0.0928141470 -1.1360368637  0.4644193067 unmatched    
0              1.8309960721 -0.4410024354  0.5586125165 unmatched    
0             -0.1919577424 -0.5774962959  0.0135132513 unmatched    
0             -1.6847813532  0.8020578389 -1.4760744302 unmatched    
0              0.9803622149  1.9390791347 -1.3060995851 unmatched    
0              0.8158808678 -0.5972549724  0.8963305007 unmatched    
0             -0.4779885311  1.7277065584 -1.3666650430 unmatched    
0              1.3510440490 -0.5010128650  0.4760038897 unmatched    
0             -0.7157512453 -0.3330094171  0.2351622346 unmatched    
0              0.0828549637 -1.4087377097  0.6989361040 unmatched    
0              0.2715006672  0.3631161563  0.3705202763 unmatched    
1             -0.0613125581 -1.0632126832  0.6221958496 unmatched    
0             -0.8400597288  1.2561030198  0.8598066030 unmatched    
0             -1.6441840217  1.2043598183 -1.0993015908 unmatched    
0              2.0810380389 -0.4359929600  0.7021010689 unmatched    
0              0.3097027866  1.2123777839 -0.2153735605 unmatched    
0              0.3508761819  1.6637075460 -0.4186261854 unmatched    
0             -2.2363623500  1.0736321458 -1.5509583110 unmatched    
1             -0.0027662943 -0.8952977203  0.4740004263 unmatched    
0              0.2689538593  1.4265238678 -0.5158017660 unmatched    
1              0.6754426005  0.3917986860  0.5876044064 unmatched    
0             -0.6810055082  0.4070388896 -0.5806429698 unmatched    
0             -2.1177508333  1.2235122323 -2.1297005444 unmatched    
0             -0.0166524614  1.5558637028 -1.2334271221 unmatched    
0              0.6236271863 -1.0457987318  0.3700992953 unmatched    
0              1.6390152628  1.1951006401  1.0536708465 unmatched    
0              1.6058461211 -0.6319043751  0.5280330721 unmatched    
0              0.8210654411  0.6629871268  0.5750662763 unmatched    
0              1.8881476554 -0.4617862120  0.6265121719 unmatched    
0              2.9634160381 -0.1514576907  0.8026901453 unmatched    
0             -0.3156598431  1.6263211007 -1.0304433163 unmatched    
0             -0.6580235983 -1.3107182521  0.4884862272 unmatched    
0             -0.8370581337  1.3358004709 -0.5321743728 unmatched    
0              0.0007507263  1.6323784986 -0.4062757215 unmatched    
0             -0.5261959674  1.1263062248 -0.5663144028 unmatched    
0              1.8460950050 -0.3848789711  0.8194127242 unmatched    
0             -0.4874481035 -1.3501693052  0.5409161023 unmatched    
0              0.4050261701 -0.0868431083  0.5283678280 unmatched    
1              0.8967117012 -1.1136835620  0.7846133266 unmatched    
0              1.9811667840 -0.3916364716  0.7185294684 unmatched    
0              1.9235907327 -0.8338172156  0.6505080836 unmatched    
0              0.0990453857  0.7842590543  0.2223857177 unmatched    
0              0.7663393892 -0.7205283569  0.7888129915 unmatched    
1              0.0747294335 -0.5062084904 -0.0177559932 unmatched    
1             -0.2760933624 -1.3133791773  0.2910867584 unmatched    
0              0.5667787944  2.0501373807 -0.1524648112 unmatched    
0             -0.4446677937 -0.5264363670  0.1913193556 unmatched    
0             -0.4904800178  0.8295145963 -0.0765563745 unmatched    
0              0.2921480032  1.1676438955 -0.6265146724 unmatched    
0              1.9181029680 -0.4246459692  0.7448331669 unmatched    
0             -0.9753134227  0.8102027946 -0.1457240447 unmatched    
0              0.6325106950  1.5447951719 -0.7735435221 unmatched    
0              1.1379307976 -0.9445994241  0.5640903404 unmatched    
0             -0.4173502465  0.6728481050  0.2543549063 unmatched    
1              1.4957573153 -0.8213821396  0.5166513714 unmatched    
0              0.8548409657 -0.9427315489  0.6399480565 unmatched    
0             -0.1300157346 -1.1852289175  0.4292496488 unmatched    
1              1.7361881140 -1.0393064313  0.9340311161 unmatched    
0              0.0277347629  0.2388705842  0.5117365462 unmatched    
0             -0.8516113220  1.3191916821 -0.9783279089 unmatched    
0             -0.7133863522  1.1797549939 -1.0420735478 unmatched    
0             -0.8665283401  1.4516840823 -1.0589736488 unmatched    
1             -0.4329646048 -0.8795744191  0.3102743581 unmatched    
1              1.0575547513  0.3357730142  0.9068550233 unmatched    
0             -0.3272720746  1.0133562611 -0.0674926049 unmatched    
0              0.6131367630 -1.1282925131  0.7427739109 unmatched    
0              0.9112648895  1.1016885229  0.4012113060 unmatched    
0              1.6731849363 -0.9775773016  0.6470895157 unmatched    
0              3.2256159809 -0.6579424271  0.6251782203 unmatched    
0             -1.2902686732  1.5907329154 -2.3953394964 unmatched    
1              0.0683320945 -0.0290060438  0.4436948731 unmatched    
0              0.2701363058  1.2517912244 -0.7449218925 unmatched    
0             -1.0065421393  0.4030923818 -0.4179160971 unmatched    
0              2.7365985343 -0.5478958936  1.4078730228 unmatched    
0             -1.0648458500  1.7570283732 -2.0817949460 unmatched    
0             -2.3214621187  1.3071199812 -2.1358478800 unmatched    
1              0.9776638112 -0.7780346863  0.4962008291 unmatched    
0             -1.3604271686  1.4719894788 -1.8880727201 unmatched    
0             -0.4625560877 -0.6999065053  0.2817490976 unmatched    
1             -0.4882364012 -1.0818595596  0.6828171001 unmatched    
0              0.0440464615 -0.8358750657  0.4251412809 unmatched    
0              1.3909743595  0.4595581837  0.0305502978 unmatched    
0             -0.8964836527  0.9703785068 -0.5616075319 unmatched    
0             -1.9082637513  1.3312619805 -1.7399280175 unmatched    
1              0.8008122540 -1.2053433191  0.7586443839 unmatched    
1              0.6770191959 -0.8988396705  0.3962356160 unmatched    
0             -0.9741309762  1.0570776720 -0.1191565990 unmatched    
0             -0.5668539373  1.2252577074 -0.7503084192 unmatched    
1              0.4321921216 -0.2033494297  0.7139037505 unmatched    
1              0.6576452639 -0.6791852037 -0.4938245339 unmatched    
0             -0.0827481917  1.7847225228 -1.0905776492 unmatched    
1              0.3872288335 -0.8899707699  0.8678914652 unmatched    
1              1.2293126926 -0.7590869098  1.0370294206 unmatched    
0             -0.7398852826  1.4313113657  0.1823773154 unmatched    
1              1.6539929192 -0.7732547109  1.1044878068 unmatched    
0              2.0277976249 -0.3268412217  0.8664662166 unmatched    
0              1.4544626435 -0.9868236023  0.8735011626 unmatched    
1              0.3623064985  0.5080191524 -0.9949896231 unmatched    
0             -0.8529756834  1.8345923666 -2.4256754820 unmatched    
0              0.9851223202  1.0408419482  1.1097830365 unmatched    
0             -1.1602905101  1.1651316353 -1.3124193708 unmatched    
0             -1.1177527534  1.3736877363 -1.2754440598 unmatched    
0              1.2770653417 -0.6507221015  0.7700615890 unmatched    
0             -0.6840980607  1.1058288307 -0.6023158784 unmatched    
0             -0.3764194043  1.7688896991 -0.7559891255 unmatched    
0              0.4660889227 -0.7786709113  0.4458758585 unmatched    
0              0.0790044326 -1.3818951326  0.9320733013 unmatched    
0              0.6853266409 -0.6423262259  0.7411508520 unmatched    
0              1.2423196046 -1.0039494036  0.7777964791 unmatched    
1              0.6956957876  1.0404877532  0.2364758979 unmatched    
0              0.5478293304  1.7013983339 -0.6386419657 unmatched    
0             -0.4284470526  1.3229058849 -1.2539283850 unmatched    
1              1.5451471982  0.2139417823  1.5160651158 unmatched    
0              0.6785351530 -0.7917906623  0.2820280609 unmatched    
1              0.4570841374 -0.3839753786  0.4080078652 unmatched    
1             -0.3516486650 -1.3943161836  0.7310473103 unmatched    
0              2.6473996176 -0.4540520614  0.5238080469 unmatched    
1              1.2519307727 -0.5670489451 -0.2048946863 unmatched    
1             -0.3844539770 -0.3967915520  0.3930351467 unmatched    
0              0.1476772900  1.5907271779 -1.2244292892 unmatched    
0             -0.7042906095  1.3272109227 -1.3930803269 unmatched    
0              1.0030106142 -0.9592785002  0.5079122136 unmatched    
0             -1.3475112140  1.2783459065 -1.3587830631 unmatched    
0              1.3332163933 -0.2265397690  0.8475068596 unmatched    
0              2.5373714501 -0.6048424980  0.6935445052 unmatched    
0              0.6196553786  1.7912632733 -0.1333380763 unmatched    
0             -1.4896473532  1.1272972824 -1.3141540150 unmatched    
0             -0.8812634432  1.2544288171 -0.9584302209 unmatched    
0             -0.6824001887  1.6802449348 -1.2048612852 unmatched    
0             -0.8408480265  1.5994875761 -1.1156437653 unmatched    
0              1.6788242967 -0.7470725839  0.7978970494 unmatched    
0              0.4120602111  1.0591974872 -0.2602612836 unmatched    
1             -0.2810353826  0.5174675406  0.1374439437 unmatched    
0              0.9032303168 -0.3283432993  1.1776066110 unmatched    
0              0.4730016872 -0.6830714040  0.0370222453 unmatched    
0             -0.1369284991 -1.0313287557  0.6714404715 unmatched    
0             -0.4482151334  1.7857440529 -1.2650159063 unmatched    
0             -0.0319333092  1.6773330896 -0.9311526870 unmatched    
0              1.6521434515  0.9004697287  0.1113177672 unmatched    
0             -1.5983414785  0.6001662144 -1.1739623010 unmatched    
0             -1.0844016968  1.1444905312 -1.2040396116 unmatched    
0             -0.0274460761  1.7800356225 -0.9902168154 unmatched    
0             -0.2240960333  1.4032794686 -1.1475875936 unmatched    
0              0.2457293963  0.2302387061  0.4242790308 unmatched    
1             -0.4354204553 -1.0412622815  0.6143240138 unmatched    
0             -0.0064045913  1.5599208806 -0.9432546201 unmatched    
0             -0.1732811507  0.5087233349 -0.2629849794 unmatched    
0             -1.9320339589  1.2153458566 -1.6430871928 unmatched    
0             -0.9832570380  1.4212838724 -0.3674085325 unmatched    
0             -0.9952937375  1.2565861173 -1.0165813787 unmatched    
0              0.2997884270  1.7850501978 -1.1273957263 unmatched    
0              0.5709325169  0.8888003923 -0.6142656496 unmatched    
1             -0.7312746461 -0.6578786771  0.2457121176 unmatched    
0             -0.7428565585  1.4241489252 -1.1163690698 unmatched    
1              0.3812862816 -0.8618340677  0.6605152562 unmatched    
0              0.0464113546  1.5669133636 -0.3534400817 unmatched    
1             -1.5936723305  0.5922619788 -1.4337379528 unmatched    
0             -1.7795893113  0.8814166755 -1.3233750185 unmatched    
0              0.4786713668  1.2421374337 -0.3565036054 unmatched    
1              1.8505519189 -0.5947508722  0.5665807214 unmatched    
1              0.0428943341 -0.5295460922  0.6736671055 unmatched    
0              2.0966827163 -0.8044169883  1.0022350950 unmatched    
0              0.2316309951 -1.1434203893  0.6778921307 unmatched    
0              0.5945208096 -0.7721097608  0.6710397789 unmatched    
0              0.8841292571  0.0194609174  0.1877435540 unmatched    
0              2.0976529289 -0.4693482376  0.7159427182 unmatched    
0             -0.0148636320  0.8459578347 -0.3834818878 unmatched    
0              1.2317382239 -0.8321227404  0.5951211980 unmatched    
0             -0.5490566007  1.0429335859 -0.6141794246 unmatched    
0              1.4362711581 -0.8377225409  1.3059195625 unmatched    
0              1.5324131584  0.8578026805  0.6108800857 unmatched    
0             -0.7725693180  1.0244125520 -0.5641486335 unmatched    
0             -1.1784213572  1.7148052149 -1.4693742401 unmatched    
0              0.4981665753 -0.8581110674  0.7419268771 unmatched    
0             -1.0283719218  1.4751578541 -1.7744028033 unmatched    
0              0.4496559476  1.4657780608 -0.2466833814 unmatched    
0              1.3104770366 -0.1884509261  1.0302075010 unmatched    
0              1.1202547376 -1.0386944313  0.7241848143 unmatched    
1              1.0905419781 -0.8152481141  0.9331384337 unmatched    
1              0.1467373966  0.4009559917  0.0078781936 unmatched    
0              0.3743128789 -1.1526182400  0.7506761790 unmatched    
0              3.5729823946 -0.1457231228  0.9344520970 unmatched    
0              0.4739112614  1.3108590465 -1.3478121993 unmatched    
0              0.6399085657 -1.0639547332  0.6986114922 unmatched    
0              1.4977886979 -0.6425621009  0.7234899422 unmatched    
0             -0.1917455084  1.0593707597 -0.3429054149 unmatched    
0              0.9106585067  1.5041695888 -0.3461921092 unmatched    
0             -0.0953912741  1.7280833210 -0.8478086116 unmatched    
0              2.4764602931 -0.5365024928  1.0230711139 unmatched    
0              0.0958315566 -0.5506358688  0.4597935888 unmatched    
0             -0.4797167222 -0.2258817414  0.2231262383 unmatched    
0              1.6809163175  0.3942322786  0.8986991523 unmatched    
0             -1.0442591524  0.6902399989 -0.2902270089 unmatched    
0              0.1919129186  1.6407184018 -0.1209622521 unmatched    
0             -0.4238385429  1.3643985956 -0.4277254595 unmatched    
0             -0.3640188751  0.8490590957  0.3705557807 unmatched    
0              1.8776572321  0.9226282997  0.6179454640 unmatched    
0             -0.6121204168  1.2208728546 -0.7241670266 unmatched    
0              1.6502636647 -0.4515938612  0.7843546516 unmatched    
0             -2.1825034256  0.9929844371 -1.7057778434 unmatched    
0             -0.7574097468 -0.6399432507  0.6056761530 unmatched    
0              0.1072315541  1.6679186164 -0.5327880920 unmatched    
1              0.9996451894 -0.5374816928  0.6189852362 unmatched    
0             -1.5806654185  1.3261726901 -1.9787357768 unmatched    
0             -0.6927996545  0.9254386676 -1.0078270047 unmatched    
0              0.7371420551  1.3165701544  0.3317545284 unmatched    
0             -0.5783752114  1.2957854853 -0.6332047184 unmatched    
0             -1.3658239759  0.7366460372 -1.1125295210 unmatched    
1             -0.1567268990 -1.1117468369  0.6101953577 unmatched    
0              0.9392191388  0.8915007660  0.6450708362 unmatched    
0              0.6033133609 -0.9217628973 -0.0557710763 unmatched    
0              1.4068919092 -0.2951238092  0.6315081501 unmatched    
0              0.0426821001  1.3204526572 -0.7289499783 unmatched    
0              0.1323661231  0.6930861816  0.0891173644 unmatched    
0              0.1934895140  0.8370424863  0.4343166358 unmatched    
0              0.9672643454 -0.8917226200  0.6809100059 unmatched    
0              0.2555224792  1.5101411792 -0.8737268337 unmatched    
