"x" "mean" "lwr1" "lwr2" "upr1" "upr2"
0.02197745 0.497119872277832 0.483905318189916 0.458662344261679 0.510406434165358 0.535661075061906
0.0523603113712375 0.497168488988785 0.48404249118237 0.458960467955732 0.510347032478131 0.535450054077081
0.0827431727424749 0.497198664272753 0.48418065373534 0.459278928939936 0.51029675974813 0.535289910840604
0.113126034113712 0.497251650805721 0.484310184772961 0.459617261018917 0.510242533405828 0.535038958069543
0.14350889548495 0.497297670095966 0.484437939706352 0.459922406964 0.510196338106612 0.53482469106812
0.173891756856187 0.497348233516949 0.484571161214171 0.460225402595653 0.510152029355303 0.534616715621468
0.204274618227425 0.497389244963987 0.484682484934542 0.460547320423799 0.510094577453166 0.534390308278604
0.234657479598662 0.497434854992481 0.484817945222704 0.460863061712199 0.510031670317294 0.534127652054642
0.2650403409699 0.497475032101165 0.484941125289758 0.461155335764023 0.509967535793396 0.533931382767697
0.295423202341137 0.497521380131865 0.485078029146386 0.461477058850967 0.509911740951164 0.533703277873733
0.325806063712375 0.497564109538317 0.485214429773987 0.461768631686562 0.509875304818013 0.533466949207853
0.356188925083612 0.497610543755213 0.485348387871244 0.462084675162248 0.509826346442265 0.533269677622903
0.38657178645485 0.497645663849936 0.485475078601926 0.462405654160304 0.509802528298535 0.533069830623894
0.416954647826087 0.497703840242733 0.485594795915412 0.462692743926508 0.509763392306518 0.5328499060616
0.447337509197324 0.497740843236478 0.485731083690973 0.462964718308386 0.509727292709675 0.532628609804385
0.477720370568562 0.497787506217522 0.485857573694534 0.46324449738867 0.509692997793771 0.532442493867456
0.508103231939799 0.497832151034631 0.485977362610409 0.463551398681317 0.509673982045395 0.532282779042523
0.538486093311037 0.497857565927291 0.486096359889029 0.463759008908433 0.509636702955861 0.532097090850892
0.568868954682274 0.497908049980327 0.486216502523567 0.464067158541187 0.509612494403449 0.531928814717365
0.599251816053512 0.497951727794721 0.486334777677468 0.464337207777757 0.509575458762278 0.531756257361368
0.629634677424749 0.498002814808201 0.486462260846334 0.464547010730817 0.509542438520592 0.531559215593188
0.660017538795987 0.498039813687487 0.48659176282677 0.464814054170235 0.509520282778608 0.531402651579208
0.690400400167224 0.498082199237207 0.486713681439383 0.465049797413094 0.509497765356068 0.531226479047714
0.720783261538462 0.498116624114121 0.486823794100928 0.465297118767073 0.509460827238332 0.531070438910015
0.751166122909699 0.49817768890736 0.486938757776902 0.465550664407422 0.509436975836113 0.530913225254757
0.781548984280936 0.498220315383375 0.487066986385161 0.465782088312948 0.509417554670594 0.530748671369278
0.811931845652174 0.498250280338317 0.487190611724808 0.46604883081656 0.50938411317788 0.530568370667802
0.842314707023411 0.498290469831074 0.487308898585147 0.466309944859841 0.509345549888121 0.530420355963266
0.872697568394649 0.498352215905103 0.487424879413079 0.46657491849574 0.509314088090324 0.530247278578225
0.903080429765886 0.498395428468352 0.487523272686741 0.466808350033485 0.509290877342195 0.53011273844369
0.933463291137124 0.498441936192495 0.48763434849888 0.467064238599767 0.50928647311778 0.529922813007338
0.963846152508361 0.498482313207845 0.487744869158343 0.467312742017092 0.509255972481629 0.529779419269295
0.994229013879599 0.498533656607215 0.487840821952733 0.467549210411576 0.50922991800055 0.529670209445833
