"","AGN","lgm_tot_p50","sfr_tot_p50","color_gr","Galaxy","type"
"3655","No",0.838498947940154,-0.861246292663701,0.682107011861757,"E","Before PSM"
"3660","No",0.549072415269388,-0.869286443280469,0.486726222657326,"E","Before PSM"
"3667","No",1.4483078575994,-0.649230351399746,0.433403665171633,"E","Before PSM"
"3671","No",1.05731219812714,-0.285122325968656,0.471723071792423,"E","Before PSM"
"3679","No",-0.974888954745644,-0.43752933515995,0.234284768398772,"E","Before PSM"
"3692","No",0.329531505666515,-1.00741357887634,0.675386533533163,"E","Before PSM"
"3816","No",0.433222972431028,-0.0900063835011172,0.332936318203474,"E","Before PSM"
"3912","No",1.54729985730295,-0.416781896068393,0.673596096665231,"E","Before PSM"
"3935","No",0.283021941334129,-0.557263319344864,0.65302382489106,"E","Before PSM"
"3938","No",2.28460076045482,-0.155794858547817,0.704824764641971,"E","Before PSM"
"3991","No",2.07548963581306,-0.126131598772319,0.797171744965561,"E","Before PSM"
"3999","No",1.40091903813948,-0.77324833591329,0.886090013326787,"E","Before PSM"
"4012","Yes",1.68661631630381,-0.692023179682427,0.974546724308458,"E","Before PSM"
"4016","No",2.323530539205,-0.54350096828914,0.707989729530307,"E","Before PSM"
"4070","No",0.359365541718061,0.176792231965271,0.489668016944567,"E","Before PSM"
"4083","No",0.639787289117174,-0.217673673294603,0.515048600760628,"E","Before PSM"
"4089","No",0.812848953529987,-0.74013913337345,0.64732283044476,"E","Before PSM"
"4095","No",0.511931465916603,-0.581636221214533,0.522215420291432,"E","Before PSM"
"4101","No",0.685387279179693,-0.665160202621741,0.680357151466758,"E","Before PSM"
"4119","No",2.61911185776852,-0.439926335343826,0.96763350773345,"E","Before PSM"
"4125","No",0.8103324647167,-0.7673718604625,0.717302030067126,"E","Before PSM"
"4129","No",0.880005853788289,-0.419526716278951,0.546627240816357,"E","Before PSM"
"4133","No",0.276503325733435,-0.522318116664182,0.634105044388658,"E","Before PSM"
"4180","No",1.01489571800914,-0.640172750704929,0.633029767856103,"E","Before PSM"
"4204","No",0.792171298461745,-0.62599474961732,0.556685134043226,"E","Before PSM"
"4206","Yes",-0.370325256709284,-1.20640029414081,0.569563092138563,"E","Before PSM"
"4208","No",2.24263906747176,-0.755126759523166,0.92471881555365,"E","Before PSM"
"4240","No",0.303638958117716,-1.23801392156592,0.681797616255674,"E","Before PSM"
"4243","No",-0.236648158181582,-1.29521935095421,0.763538920967881,"E","Before PSM"
"4253","No",-0.208754547239082,-0.854310292131634,0.675711145316573,"E","Before PSM"
"4256","No",0.0736985826960641,-0.830914040336884,0.509596137211021,"E","Before PSM"
"4260","No",1.85707053447635,-0.818119414355395,0.513567559498779,"E","Before PSM"
"4261","No",2.24612576883957,-0.252350360954686,0.703085048365205,"E","Before PSM"
"4264","No",0.509324019676328,-0.53443316759354,0.595618259817042,"E","Before PSM"
"4266","No",0.976663279532521,-1.02355253011437,0.542884061188806,"E","Before PSM"
"4295","No",0.818245760864515,0.736903727431984,0.734962939908765,"E","Before PSM"
"4321","No",1.57610304251531,-0.644145651009694,1.04959798304676,"E","Before PSM"
"4356","No",0.762003751844584,-0.722419182014135,0.631513222180433,"E","Before PSM"
"4365","No",-0.0711056410663074,-1.15693539034631,0.63435357528535,"E","Before PSM"
"4370","No",0.462844774486269,0.188844680389826,0.704870413174007,"E","Before PSM"
"4388","No",1.93550615568097,-0.510599590765242,0.737813437131933,"E","Before PSM"
"4397","Yes",0.319708103551983,-0.183247395653728,0.523508795365988,"E","Before PSM"
"4405","No",0.434284142412534,-0.988139402397798,0.711139478241289,"E","Before PSM"
"4421","No",-0.269877938173954,-0.88376534439116,0.415306558246035,"E","Before PSM"
"4424","Yes",1.94472317494892,-0.904529995984037,0.790603428410439,"E","Before PSM"
"4471","No",1.97064604164005,-0.828854915178926,1.10536020096719,"E","Before PSM"
"4479","No",1.59608335731,-0.833395190527215,0.843337627038675,"E","Before PSM"
"4536","No",1.75483438654362,-0.370646527529303,0.615313065364176,"E","Before PSM"
"4570","No",0.0737592209807194,-1.07135738378153,0.863280963482456,"E","Before PSM"
"4584","No",1.93374764542589,-0.512503165911267,0.772567186194205,"E","Before PSM"
"4599","No",1.87277585020267,-0.728842632506884,0.735744037012627,"E","Before PSM"
"4602","Yes",-0.0162886317358304,-0.973516426276055,0.613700150565331,"E","Before PSM"
"4613","No",0.256037904661491,-0.989997077540303,0.394830655595057,"E","Before PSM"
"4666","No",0.806542571925598,-0.601513472739337,0.775752439319007,"E","Before PSM"
"4675","No",1.18204514966784,-0.513362515977189,0.529468464827205,"E","Before PSM"
"4679","No",2.24042577008175,-0.154643405959488,0.884061189680414,"E","Before PSM"
"4711","No",0.696180893848748,-0.858429817447646,0.785156036919934,"E","Before PSM"
"4744","Yes",0.260191627160536,-1.2459877721776,0.692017815374266,"E","Before PSM"
"4771","No",0.159986861763839,1.50017769098349,-0.300325478596733,"E","Before PSM"
"4791","No",1.08817708501787,-1.05505140753068,0.654509938212003,"E","Before PSM"
"4829","No",3.35422978267272,-0.409201765486914,0.642073249259772,"E","Before PSM"
"4868","No",2.3171028810313,-0.672557753189215,1.33421150827759,"E","Before PSM"
"4891","No",1.31172012140814,-0.850364166828922,0.717266525653323,"E","Before PSM"
"4927","Yes",1.55236315407186,-0.625283299562744,0.611326426899063,"E","Before PSM"
"4931","Yes",1.75783598163417,-0.0575048460078919,0.416077511231655,"E","Before PSM"
"4936","No",1.72633439275454,-0.522931391711227,0.761591250267374,"E","Before PSM"
"4941","Yes",2.06645453139907,-0.846634791542838,1.39171344247481,"E","Before PSM"
"5003","No",0.425218718856219,-0.528642117149303,0.182473684529619,"E","Before PSM"
"5016","No",0.241060248351063,-1.00986030406403,0.499609252811776,"E","Before PSM"
"5023","No",-0.408163546335632,-0.49573181462472,0.512685021212639,"E","Before PSM"
"5029","No",1.22255152381912,-0.637546250503447,0.448229293967468,"E","Before PSM"
"5101","No",2.89468254239503,-0.334074424723821,0.853821573231296,"E","Before PSM"
"5104","No",0.870364366527728,-0.911423921512877,0.519273626004201,"E","Before PSM"
"5141","No",1.12440846010078,-0.863282467819898,0.762220185597737,"E","Before PSM"
"5192","No",1.12556058750928,-0.617253348946759,0.37925436205006,"E","Before PSM"
"5217","No",2.04210826010904,-0.817188664283996,0.907042689534656,"E","Before PSM"
"5228","No",1.70274610002273,-0.526598291992519,0.858188616130089,"E","Before PSM"
"5244","No",0.414303827617854,-0.77352118593422,0.404051659067804,"E","Before PSM"
"5251","No",2.32140819924199,-0.493526064455515,0.869108759406677,"E","Before PSM"
"5260","Yes",1.67348812767544,-0.780594886476851,0.547098942314145,"E","Before PSM"
"5271","No",0.421216592068818,-0.932425723123946,0.58902965502548,"E","Before PSM"
"5289","No",2.49935124556974,-0.0157248778029088,0.905160955602643,"E","Before PSM"
"5341","No",1.10633825127282,-1.10231311115618,0.800204836316883,"E","Before PSM"
"5378","No",1.71839077746439,-0.51511181611138,0.483611978360147,"E","Before PSM"
"5380","No",-0.315265694240175,0.350710405306708,-0.00134788194960989,"E","Before PSM"
"5385","No",0.802055338860932,-0.786907411961091,0.745213571382057,"E","Before PSM"
"5388","Yes",0.748754286646897,-1.01258242927285,0.734628184007113,"E","Before PSM"
"5405","No",1.73412641233304,-0.745520908786291,0.915629685617918,"E","Before PSM"
"5492","Yes",1.36147383396971,-0.232342804419886,0.492554018581529,"E","Before PSM"
"5500","Yes",1.26417970623658,-0.86668161808065,1.1190294002846,"E","Before PSM"
"5538","No",-0.148085943439142,-0.716909906591513,0.786971834083445,"E","Before PSM"
"5555","No",0.422853825754576,-0.983189852018113,0.618229499355838,"E","Before PSM"
"5558","No",0.371857028357524,-0.757702259720735,0.83368042648197,"E","Before PSM"
"5604","No",0.748663329219909,-0.783379486690461,0.562005724055846,"E","Before PSM"
"5653","No",0.0881304944445726,-0.420040541318367,0.517772296505876,"E","Before PSM"
"5725","No",2.02094549876353,1.26401924036754,0.635357842990299,"E","Before PSM"
"5749","Yes",0.182695899368116,-0.414047658358647,0.444364384921154,"E","Before PSM"
"5757","No",0.895650531229953,-0.911469821516398,0.803334296791389,"E","Before PSM"
"5762","No",0.982272320863348,-0.766138935367921,0.649762490879512,"E","Before PSM"
"5831","No",0.734716523748659,-0.754523684476903,0.545724414293732,"E","Before PSM"
"5840","Yes",1.41359243963292,-0.782451286619257,0.643676019940411,"E","Before PSM"
"5852","No",2.20686247952377,-0.690384804556746,0.774499640717384,"E","Before PSM"
"5911","No",2.56923686863764,-0.180595140450271,0.0186664633218222,"E","Before PSM"
"5994","No",1.3030488467021,-0.738523708249529,1.05250427292018,"E","Before PSM"
"6023","No",0.290601726916328,-0.46863296254594,0.316056505465661,"E","Before PSM"
"6048","No",2.39214275829509,-0.367578494793951,0.719351141949965,"E","Before PSM"
"6100","No",2.38601829154467,-0.471986212803171,0.549335720384259,"E","Before PSM"
"6116","No",1.16791642934262,-0.729661182569676,0.587158065211682,"E","Before PSM"
"6117","Yes",1.73318651892085,-0.434888809957393,0.659450123790934,"E","Before PSM"
"6123","No",1.42881264908198,-0.773174385907617,0.0340703068568902,"E","Before PSM"
"6182","No",-0.784939528055684,-0.089413635955647,0.0322798699889583,"E","Before PSM"
"6199","No",0.587274534603685,-0.985720727212259,0.073226603231793,"E","Before PSM"
"6203","No",2.38219807961124,-0.910202471419178,1.78615226374269,"E","Before PSM"
"6224","No",-0.164700833435328,-0.562180994722103,0.582116438450472,"E","Before PSM"
"6234","No",0.0165773185485936,-1.17391966664919,0.661894856284826,"E","Before PSM"
"6255","No",1.25159726217012,0.0421235341347007,0.661179695949449,"E","Before PSM"
"6261","No",-0.509005013721231,-1.07460735903084,0.56370486385967,"E","Before PSM"
"6269","No",0.942190414704667,-0.402806874996355,0.511112682886681,"E","Before PSM"
"6284","No",2.51587517813894,-0.474744038014727,0.619177974410499,"E","Before PSM"
"6287","No",1.75195406802238,-0.535330767662396,0.416442699487989,"E","Before PSM"
"6318","Yes",1.50021422926632,-0.669975877991156,0.904055246715371,"E","Before PSM"
"6328","No",1.71220567242932,-0.571281945420246,0.685561084119692,"E","Before PSM"
"6336","Yes",2.64873365982376,-0.237080577283326,0.587457316699541,"E","Before PSM"
"6349","No",1.00592125187981,-0.563130869794969,0.58195920461787,"E","Before PSM"
"6404","No",0.670167069730633,-0.826576490004146,0.624914473270629,"E","Before PSM"
"6415","No",3.23101278824846,-0.415331965957168,0.526110761692464,"E","Before PSM"
"6424","No",1.00207072080406,-0.792768587410708,0.366345971600023,"E","Before PSM"
"6456","No",0.859601071001006,-0.563435594818345,0.598950602656204,"E","Before PSM"
"6463","No",-0.450610345595956,-0.806269563446381,0.249384288386887,"E","Before PSM"
"6464","No",0.0462597588884952,-1.26193037340058,0.717499840372661,"E","Before PSM"
"6505","No",0.726560674462213,-0.359503664174523,0.35999068152779,"E","Before PSM"
"6515","No",2.75415331770102,-0.184070153216843,-0.669434436639721,"E","Before PSM"
"6535","No",2.68993737424861,-0.223872723770138,0.755900399939307,"E","Before PSM"
"6605","Yes",0.723710675083305,-1.07553045910165,0.729033702802248,"E","Before PSM"
"6607","No",1.13004782057394,-0.582503221281042,0.539739384536927,"E","Before PSM"
"6609","No",0.478064983935329,-0.929217822877865,0.853882437940686,"E","Before PSM"
"6618","No",-0.474319914897083,-0.669391927946361,0.334452863879117,"E","Before PSM"
"6620","No",0.157652287804523,-0.827475365073099,0.793601015347949,"E","Before PSM"
"6624","No",0.863148410653477,-0.389303986460535,0.46631625677486,"E","Before PSM"
