"x" "mean" "lwr1" "lwr2" "upr1" "upr2"
-1.101512319495 0.498843247111437 0.486125909874801 0.461010785255371 0.511331082708608 0.536455140386787
-1.08913161750557 0.498855668378804 0.486224302359616 0.461282172954007 0.511268511275745 0.536215677963326
-1.07675091551614 0.498872237699959 0.486323002629324 0.461517339169646 0.511212343556114 0.536004802062371
-1.06437021352671 0.498889862215639 0.486433099366314 0.461766417803327 0.511157122468637 0.535784774469118
-1.05198951153727 0.498901197588398 0.486527197447813 0.462008401606248 0.511107036751748 0.535584256180913
-1.03960880954784 0.498910380169662 0.486631387720562 0.462257338929663 0.511056320502503 0.53536923847388
-1.02722810755841 0.498919885954709 0.486722530743079 0.462494516421279 0.511004641369982 0.535156971890354
-1.01484740556898 0.498934259818497 0.486814314319977 0.462738919840198 0.510958697678571 0.534948977159929
-1.00246670357955 0.498963309940652 0.486892191584826 0.462996981807511 0.510910578760226 0.534747295229256
-0.990086001590117 0.498971712008563 0.486993338081304 0.463237763352369 0.510862978563671 0.53454538036123
-0.977705299600686 0.498988389887389 0.487090181125261 0.46350132781096 0.510800360743807 0.534325821542838
-0.965324597611254 0.498996551812688 0.487192286840914 0.463753474473961 0.510747155903606 0.534118735398354
-0.952943895621823 0.499010141433743 0.487292946293168 0.464002277986446 0.510692266414152 0.533899262131534
-0.940563193632391 0.499026584618852 0.487384591233178 0.464272691098386 0.510633887104946 0.533692133286294
-0.92818249164296 0.499037818772217 0.487471112908416 0.464524513226006 0.510579760505798 0.533480735955142
-0.915801789653528 0.499060788451047 0.487559307872989 0.464775657703811 0.510525565785993 0.533257599176042
-0.903421087664097 0.499070743259551 0.487645103805265 0.465014798459544 0.510474942969692 0.533065316903318
-0.891040385674666 0.499086822665617 0.487727606984951 0.465271776103777 0.510427785381821 0.532861569040375
-0.878659683685234 0.499107163910473 0.487821026362043 0.465508697640946 0.510367098370895 0.532671774786419
-0.866278981695803 0.499107712756187 0.487908787812203 0.465725788444147 0.510312788525814 0.532449296019022
-0.853898279706371 0.499121988712104 0.487986405248937 0.465937670530976 0.510266179364304 0.532261555952005
-0.84151757771694 0.499145634327478 0.48807877336705 0.466140718979499 0.510223776733 0.532072012788307
-0.829136875727508 0.499170653890947 0.488165059574434 0.466355749631989 0.510148374076854 0.531914314617816
-0.816756173738077 0.499194641477773 0.488251991453221 0.466567419384555 0.510087742120759 0.531751002313807
-0.804375471748646 0.499208971330155 0.488332814804469 0.46680389094946 0.510030614757042 0.531581909573825
-0.791994769759214 0.499221755407941 0.488400960623012 0.467027648395679 0.509989744556001 0.531390677769896
-0.779614067769783 0.499235073710775 0.488482273269289 0.467231169918369 0.509952433456701 0.531228187471843
-0.767233365780351 0.499243948182618 0.488573476692119 0.467466522811596 0.509907289348101 0.531036476747953
