bpt lgm_tot_p50 sfr_tot_p50 color_gr zoo RprojLW_Rvir logM200_L groupID distance weights
1            -0.833965581  0.942576773 -0.719541309 S            4.63365030   13.82828      418         0.96800001   1           
1             0.872729260 -1.193416968  0.817718656 S            0.85157853   13.82828      418         0.16598448   1           
1             0.029735826 -0.042672132  0.400465713 S            4.30434073   13.82768      892         0.72141278   1           
1             0.567536773  0.887456466  0.208483204 S            0.45131098   13.82768      892         0.84470095   1           
1             0.807725018 -0.790706912  0.577653026 S            4.17464972   13.82696      230         0.27880578   1           
0             0.424794251  0.634583440  0.781083173 S            6.19585740   13.82696      230         0.80440841   1           
0             0.631934631 -0.653446777  0.605270388 S            0.32313720   13.82634      153         0.36021245   1           
0            -0.354347069  0.057030580  0.299901997 S            1.49189413   13.82547       96         0.82016294   1           
1             0.675442600  0.391798686  0.587604406 S            0.21363269   13.82293      540         0.69730854   1           
1            -0.002766294 -0.895297720  0.474000426 S            1.15898840   13.82293      540         0.44782625   1           
1             0.171659732 -0.708043556  0.409595420 S            3.60583428   13.82268      560         0.46816165   1           
0            -0.292041231 -0.373490160  0.846132332 S            0.78788590   13.82268      560         0.68441921   1           
0             0.607861232 -0.905681321  0.563643999 S            1.02063064   13.82171      837         0.29042555   1           
0            -0.205631676 -1.059304808  0.605397190 S            0.39567580   13.82136      258         0.44077502   1           
1            -0.278518894 -0.950560050  0.559266812 S            0.38386010   13.82136      258         0.49953011   1           
1             0.013090617  1.247642374 -0.543875613 S            4.24318282   13.82051      116         0.94773345   1           
0             0.578845813  1.187711250 -0.578847461 S            0.45974153   13.82051      116         0.90122918   1           
0             0.722861739  0.518425066  0.230876345 S            2.26728103   13.82001      496         0.73308547   1           
1            -0.233434329 -1.162428091  0.582821455 S            0.60146442   13.82001      496         0.41379942   1           
1            -0.372902384 -1.021773905  0.244520184 S            1.11204425   13.82001      496         0.51134766   1           
0             1.142387712  1.288575997 -0.442743827 S            0.48193491   13.82001      496         0.84887344   1           
0             0.827402142  1.210518961 -0.279631477 S            0.88154171   13.81928      651         0.87355812   1           
0             0.084128368 -0.661483102  0.500851907 S            1.15774470   13.81858      305         0.50458824   1           
1            -1.070121381  0.759710891 -1.066865773 S            1.12852708   13.81632      152         0.96948775   1           
0             0.415698508  1.709594035  0.042210962 S            0.79054102   13.81632      152         0.95362967   1           
0             0.734746843 -0.328226764 -0.592298562 S            6.48730519   13.81625      502         0.48439745   1           
1             0.770098963 -0.877936044  0.984097412 S            1.07820219   13.81625      502         0.25179833   1           
0             1.290648317  0.361731634  1.724526745 S            1.36421623   13.81622      422         0.49233446   1           
0             0.528910186 -0.349172721  0.848470551 S            0.65221295   13.81622      422         0.48120448   1           
1            -0.314113567 -0.757615560  0.506126849 S            1.57352372   13.81433      347         0.57742612   1           
0            -0.384544934  0.039047596 -0.097615564 S            6.69002722   13.81433      347         0.82941561   1           
1             0.370704901 -0.426397564 -1.231991729 S            3.76623904   13.81433      347         0.57042831   1           
0            -0.074440747  0.065079911  0.315853623 S            1.31464294   13.81433      347         0.77300584   1           
0             0.188062388 -0.924190497  0.596977572 S            2.31006343   13.81305      255         0.38406152   1           
1            -0.681429976 -0.484731114  0.409458474 S            0.36703578   13.81305      255         0.75033161   1           
1             0.542250608  0.245260247  0.443973836 S            0.94795832   13.81305      255         0.68878626   1           
0            -0.590351273 -1.076088909 -1.056158656 S            4.65738743   13.81234      543         0.59599717   1           
1             0.967870728  0.561876942 -0.083941293 S            3.35498356   13.81047      652         0.70099959   1           
1             0.937278714 -0.211125400  0.961273146 S            4.14442774   13.81047      652         0.41617447   1           
0            -0.218062524 -0.984508202 -1.194128808 S            6.19498080   13.81047      652         0.53380222   1           
1            -0.272546023 -0.565858095  0.448467681 S            0.65167007   13.81047      652         0.63235302   1           
1             0.799053744 -0.959277225  0.642052961 S            1.10262085   13.80938      291         0.23422618   1           
0            -0.278033787  0.999633435  0.006194270 S            5.95015974   13.80923      876         0.94200771   1           
1            -0.344705581 -1.106307686  0.574619935 S            0.34627821   13.80851      758         0.46271259   1           
1             0.799326616 -1.175448392  0.682061363 S            1.15071646   13.80851      758         0.18375152   1           
0             1.043638265 -0.853235467  0.622211066 S            4.89406093   13.80652      604         0.21460807   1           
0            -1.501562776  0.895595174 -1.396919876 S            0.42867341   13.80481      123         0.98460960   1           
0             0.106594852 -0.501837790  0.022196616 S            5.23329075   13.80192      996         0.57059145   1           
1             0.866180325  0.863649995  0.516423129 S            0.89825863   13.80134      318         0.78508521   1           
1             0.085007623  1.303183418 -0.597801746 S            2.01960755   13.80117      462         0.94810639   1           
1             1.836968943 -0.726281157  0.634830349 S            0.86877153   13.80117      462         0.12176685   1           
1             1.160761112 -0.377002148  0.533384094 S            0.70863937   13.80117      462         0.32113427   1           
0             0.922422334 -0.223214824  0.817368684 S            0.42442735   13.80117      462         0.42095563   1           
0            -0.657174662  0.488649861  0.001801867 S            0.33714753   13.79920      375         0.92312776   1           
0            -0.492238528  0.321839813 -0.080045951 S            3.77383967   13.79695      334         0.88972916   1           
0            -1.083219250  0.415249380 -0.710578980 S            3.42644159   13.79695      473         0.94993693   1           
1            -0.445152900  0.315942555  0.095908852 S            1.51456597   13.79695      473         0.88122733   1           
0             0.866089367  0.130717171  0.803466170 S            0.61637934   13.79695      334         0.55867528   1           
1            -0.118039673  0.099543036  0.418603397 S            3.44475450   13.79686      314         0.78676624   1           
1             0.307974595  1.428081280 -0.763191449 S            1.20928324   13.79671      136         0.94597026   1           
1            -0.069013620 -0.574939921  0.184634382 S            2.56821550   13.79537      367         0.58622057   1           
1            -0.063101387 -0.121124163  0.245402722 S            1.77585262   13.79537      367         0.72398371   1           
0            -0.571310851 -1.338935279  0.405040711 S            0.41464562   13.79537      367         0.44892060   1           
0            -0.105760421 -0.697260880  0.632547922 S            1.39905380   13.79494      912         0.53844309   1           
0             1.973920509  1.573439452 -2.543945756 S            2.60044497   13.79301      243         0.82151091   1           
0             0.878641492  0.921064678 -0.811264426 S            0.33212926   13.79301      243         0.82504443   1           
0             0.439953822  0.690354621 -0.442469935 S            0.90043256   13.79099      585         0.83881370   1           
0             0.942342010  1.063842568  0.133051541 S            3.35033350   13.78906      164         0.82441243   1           
1            -1.652097318  1.243814696 -1.778003965 S            2.79530792   13.78906      164         0.99229960   1           
1             0.457720839 -0.789972512  0.833584057 S            7.25940963   13.78856      687         0.35219673   1           
0            -0.041847669  0.418560683  0.180764401 S            4.41839869   13.78801      998         0.84566374   1           
0             0.715130358  1.288106287  0.133766701 S            0.67016003   13.78801      998         0.89115308   1           
0             0.562564434 -0.030489124  0.146517857 S            1.19375127   13.78801      998         0.60624433   1           
1            -0.273728469  1.134857523 -1.190603727 S            0.43592105   13.78642      880         0.95856786   1           
1             0.174206540 -0.672115328  0.653673048 S            1.01602675   13.78589      323         0.47127038   1           
1             0.830615971  0.009448979  0.001462039 S            0.72995109   13.78589      323         0.55464553   1           
1             1.054553156  0.943945536  0.978928983 S            0.34705257   13.78589      323         0.75745869   1           
0            -0.006404591  1.559920881 -0.943254620 S            1.09007542   13.78565      792         0.96800576   1           
1            -0.385969934 -1.280896000  0.599057116 S            6.99998883   13.78445      742         0.41307610   1           
0             0.847139904  0.683593168 -0.029609395 S            4.41626612   13.78445      742         0.75830146   1           
0             1.134231862  0.811860907 -0.523881556 S            5.34346551   13.78445      742         0.74712182   1           
0             1.331033415  1.381474672 -0.218401580 S            3.82438904   13.78445      742         0.83481700   1           
1            -0.244106667 -0.388878264  0.475232937 S            1.69719735   13.78051      265         0.68004786   1           
1            -0.597779462  0.535876630  0.476607465 S            0.84184969   13.77994      346         0.91832812   1           
1             0.027946997 -1.027267880  0.419425070 S            4.43427220   13.77866      645         0.39694713   1           
0             0.213318233  1.377979897 -0.606576408 S            5.58616337   13.77866      645         0.94647148   1           
1             0.464603285 -0.907873046  0.649290789 S            1.21757306   13.77866      645         0.31984296   1           
1            -0.440028965 -0.879737619  0.465829339 S            2.66255805   13.77849      550         0.57042135   1           
0            -0.248260390 -0.453247536 -0.279464099 S            3.52117612   13.77652     1774         0.68489465   1           
1             0.219897487 -0.516894266  0.403245202 S            0.15646502   13.77652     1774         0.52180179   1           
0            -0.637103390  1.331133588 -0.948651291 S            0.26090743   13.77631      700         0.97748088   1           
0             0.969993068 -0.111601060  0.797121024 S            2.27801635   13.77399     1002         0.44721034   1           
0             0.262041095 -0.796580838  0.627820763 S            0.52205556   13.77399     1002         0.40639922   1           
1            -0.133047649 -0.784013162  0.244018050 S            0.70953393   13.77399     1002         0.52948952   1           
1             0.535974546 -0.845436291  0.314763130 S            0.27714395   13.77399     1002         0.33251424   1           
1            -0.212483802  1.237944723 -0.513793231 S            3.00088954   13.77220     1203         0.95781280   1           
0            -0.045000860 -0.399401605  0.492467794 S            1.34229441   13.77220     1203         0.62780000   1           
1            -0.075744470  1.300155421 -0.910818802 S            1.02618800   13.77142      383         0.95764847   1           
0             0.114417191  1.455474403 -0.820465141 S            2.15954101   13.76995      626         0.95759112   1           
1            -0.050913092 -0.849053467  0.477809543 S            0.36522596   13.76995      626         0.47653526   1           
1             0.670894729 -0.698192905  0.827066461 S            0.10060219   13.76839      163         0.32957385   1           
0            -0.377177383 -1.365011581  0.700356281 S            0.19377832   13.76839      163         0.37940330   1           
1             0.272531518  0.138787922 -0.037344285 S            6.65355003   13.76832      161         0.73203405   1           
0             0.615744209  1.171725681 -0.712450570 S            0.95846473   13.76823      415         0.89734472   1           
1             0.313401722  1.033811470  0.006518882 S            5.48391263   13.76669      492         0.90017289   1           
0             0.335989483  0.274652824  0.397686225 S            6.57571468   13.76629      753         0.74340002   1           
1             1.038453692 -0.366465547  0.811059043 S            4.88830808   13.76629      753         0.34481745   1           
1             1.072865918 -0.515532566  0.413916814 S            0.64706050   13.76629      753         0.30372040   1           
1             0.331714484 -1.080481284  0.648803872 S            4.07826815   13.76522     1016         0.29911884   1           
0             0.222353338 -1.056206558  0.656690924 S            3.63516837   13.76522     1016         0.33153222   1           
1             0.955197327 -1.027849280  0.336791083 S            6.11531043   13.76334      521         0.19711649   1           
0             0.009603916 -0.793153637  0.446438857 S            0.80296527   13.76288      416         0.48080322   1           
1             1.111098357 -1.462406289  1.216245557 S            4.11674646   13.76254      183         0.09100771   1           
0             0.245729396  0.230238706  0.424279031 S            1.24479715   13.76254      183         0.74936852   1           
0             0.580604323  0.136993231  0.906459403 S            3.00750572   13.76222      120         0.63108340   1           
1             1.343433944 -0.219898803  0.189173875 S            0.55494409   13.76222      120         0.33679622   1           
0             0.639120268  0.038018544  1.080659273 S            2.96323917   13.76196      650         0.57726205   1           
1            -0.083081702  1.275532109 -0.865814421 S            2.99641210   13.76142      472         0.95630019   1           
1             0.524635187 -1.280927875  0.927178764 S            0.93406447   13.76142      472         0.20144898   1           
1             0.351937352  1.269186688 -0.424033000 S            3.53037346   13.75764     1176         0.92731926   1           
0             0.166323563  0.179267900  0.251494265 S            0.78102123   13.75764     1176         0.75664290   1           
0            -0.950330449  1.237356438 -0.919065970 S            0.64889064   13.75540      570         0.98152823   1           
0             0.680202706  0.355946448  0.524066722 S            0.79164369   13.75540      570         0.68752852   1           
1            -0.539354475 -1.236868971  0.486878384 S            3.23018962   13.75488      826         0.47274233   1           
0            -0.265390705  0.045265899  0.812504580 S            0.47711390   13.75488      826         0.79125190   1           
0             0.903624466  0.833995741  0.742327570 S            1.00507465   13.75346       55         0.76529068   1           
1             0.003812960  0.760588639 -0.201166723 S            4.53696590   13.75309      414         0.89859987   1           
1            -0.725574647  0.103721721 -0.270182231 S            2.50943089   13.75215      725         0.88722544   1           
0             0.689298449 -0.739027333  0.888560106 S            1.57810428   13.75036      897         0.31100434   1           
0             0.815880868 -0.597254972  0.896330501 S            0.78207083   13.75036      897         0.32397784   1           
1            -0.411074184 -1.111371987  0.388429717 S            5.32992149   13.75008      590         0.48535407   1           
1             0.726014930 -0.845910591  0.887038488 S            0.33951092   13.74972      759         0.27223771   1           
1            -0.178496043 -0.886665970  0.400704100 S            5.06880514   13.74925     1326         0.50048827   1           
0             1.046215392 -1.097075411  1.016401356 S            0.43684469   13.74925     1326         0.15508654   1           
0             0.457023499  0.592367549 -0.766067307 S            6.59699645   13.74912     1011         0.82359337   1           
1             0.169901221 -0.911254346  0.834623829 S            0.38907078   13.74912     1011         0.38493689   1           
0            -0.117645525 -1.220835845  0.638624249 S            4.99097857   13.74855     1249         0.36309726   1           
0             0.926636695  1.126961065  0.901417776 S            0.66924718   13.74809      685         0.82373190   1           
0             1.271971726  0.442751132  0.035358610 S            2.13739089   13.74795      955         0.58478133   1           
1             0.703214935  0.482906240  0.678526138 S            0.64218599   13.74795      955         0.71471161   1           
0             0.793626617  1.057357025  0.523873984 S            0.92482123   13.74596      235         0.83778382   1           
1            -0.037269478  0.473005100 -0.051094638 S            2.76723170   13.74562     1062         0.85872662   1           
0             0.903563827  0.796470177  0.637138136 S            3.99018544   13.74562     1062         0.75855414   1           
0             0.334018739 -0.730844383  0.553961438 S            0.19744851   13.74562     1062         0.41232300   1           
0             0.380346388 -0.630563075  0.352742709 S            0.85132754   13.74509      355         0.44123927   1           
0             0.760548433  1.088679442 -1.198957408 S            5.85278369   13.74446     1114         0.87719268   1           
1             0.359547457 -1.175551667  0.579271013 S            2.23335071   13.74446     1114         0.26821201   1           
1             0.887949469 -0.393834189 -0.407929213 S            5.67673805   13.74352      530         0.41468384   1           
0             0.264254392 -1.058158583  0.729551053 S            1.00514338   13.74352      530         0.31877536   1           
1             1.649748239  1.019041614 -0.456387666 S            0.75640973   13.74287      441         0.69155070   1           
0            -0.368324193 -0.116957463  0.585453853 S            2.74517905   13.74129      760         0.77729100   1           
1            -0.186227424 -0.526862217  0.566940838 S            2.32821805   13.74129      760         0.61936549   1           
0             0.902320743  1.542744079 -0.046580505 S            1.07033113   13.74129      760         0.90728801   1           
0             0.271500667  0.363116156  0.370520276 S            0.83957971   13.74128      356         0.77901329   1           
0            -0.583286912 -0.189756526 -0.054163234 S            1.68458572   13.74102     1481         0.81319759   1           
0             1.681310466  1.051257042 -0.203160042 S            0.81047875   13.74102     1481         0.68615247   1           
0            -0.048851391  0.717793516 -0.203915779 S            6.23125159   13.74099      678         0.89837434   1           
1             0.074729434 -0.506208490 -0.017755993 S            1.38083736   13.74099      678         0.57887119   1           
0             0.766339389 -0.720528357  0.788812992 S            1.02742872   13.74099      678         0.30187942   1           
0            -0.443333751  1.013140021 -0.386504835 S            1.03083479   13.74043      112         0.95435434   1           
0             0.954651582 -0.927780898  0.852822378 S            2.84624896   13.74036      714         0.20781747   1           
0             1.669122171  1.671164639  0.198085482 S            0.23209539   13.74036      714         0.83202892   1           
0            -0.414833758  0.991568549 -0.482944967 S            0.77887542   13.73849      888         0.95226642   1           
1            -0.221882736  0.667248305 -0.105948957 S            1.13456257   13.73849      888         0.90730410   1           
0             0.702790467  0.782919208  0.825773086 S            0.23370911   13.73722      577         0.78834817   1           
0             1.432147755 -0.696984205  0.818692492 S            0.58703224   13.73722      577         0.17859564   1           
1             1.530139223  0.681236203  0.756250372 S            0.25254421   13.73722      577         0.57292334   1           
1             0.626355909  0.845847799  0.340295876 S            0.68497221   13.73722      577         0.82545750   1           
0            -0.248290709 -1.004126629  0.568036402 S            3.79837406   13.73643      893         0.47250034   1           
0             1.930746050  1.776292860 -0.588418436 S            1.59777009   13.73457      724         0.82875192   1           
0            -0.610301268 -0.679169904 -1.124398139 S            0.58744489   13.73457      724         0.72548312   1           
1             0.424945847  0.050733227  0.637543900 S            0.51492478   13.73450      467         0.65080956   1           
1             0.137126228 -1.108883187  0.614562401 S            0.23063672   13.73450      467         0.33696408   1           
0             0.971236153  1.164775145 -0.317900163 S            1.66810014   13.73249      602         0.84812367   1           
0             0.122694317 -1.372342832  0.588705043 S            0.89071456   13.73249      602         0.26425915   1           
1            -0.431084818  0.356704308 -0.254626226 S            1.76543117   13.73231      873         0.89046784   1           
0            -0.136928499 -1.031328756  0.671440472 S            0.52033349   13.73231      873         0.42986482   1           
0             0.473001687 -0.683071404  0.037022245 S            0.89090141   13.73231      873         0.41002744   1           
0             0.903230317 -0.328343299  1.177606611 S            1.06204092   13.73231      873         0.37856647   1           
0             0.198583130  0.645736248  0.474979334 S            0.57320858   13.72890      353         0.84766586   1           
1             0.228235251 -0.795734238  0.983661215 S            2.14645320   13.72808     1783         0.40324185   1           
0             0.323922464  1.483199790 -0.218142905 S            5.29758162   13.72595      795         0.94503878   1           
0            -0.473986404  0.800196479 -0.818684848 S            2.51698989   13.72595      795         0.94472269   1           
1            -0.781604422 -1.000385778  0.277696522 S            0.38214821   13.72595      795         0.62479039   1           
0            -0.400371527  1.025185840 -1.307671923 S            1.74313799   13.72528      419         0.95858261   1           
1            -0.386940147 -0.948151574  0.390210010 S            7.08620576   13.72216      599         0.53547078   1           
0             0.158865053 -0.899605946  0.644031064 S            0.57847165   13.72216      599         0.39808258   1           
1             0.663405901 -0.376347435  0.693681451 S            4.29155266   13.71908      940         0.44136869   1           
0            -0.332456648  0.112767337 -0.860453255 S            4.40914226   13.71902      693         0.85024475   1           
1             0.846685116  0.398828781  0.583364165 S            0.99405689   13.71821     1406         0.65942605   1           
0             0.389805961 -0.865886018  0.771344820 S            4.96773497   13.71699     1187         0.34681942   1           
0             1.333792457 -0.785747162  0.652962960 S            1.70353765   13.71699     1187         0.17946946   1           
0            -0.327696543  1.569707016 -0.705217814 S            3.17325515   13.71699     1187         0.97668193   1           
0            -0.288433253 -1.289174575  0.629834371 S            6.80976863   13.71549      798         0.38413266   1           
1            -0.355863026  0.894882589 -0.236209579 S            4.35826743   13.71517      981         0.94049004   1           
0             0.085977835  0.249387168 -0.195628034 S            0.45997900   13.71425      845         0.79929266   1           
0             0.362973520 -0.209795575 -0.876237503 S            3.82223145   13.71422      985         0.63237899   1           
1             0.996673913  0.028683248  0.073003433 S            6.82004221   13.71365      948         0.51435650   1           
1             1.452340304  0.518844158 -0.132734501 S            0.15769808   13.71365      948         0.56909956   1           
0             0.320071933  1.618885555 -0.974452856 S            3.57482985   13.71110      377         0.95871163   1           
0             1.310386079  0.528651841  0.294987172 S            6.95270657   13.70920     1092         0.59474268   1           
0             0.257068756  0.066979151  0.614770355 S            0.14377289   13.70920     1092         0.69613544   1           
0             0.954772859 -0.797881338  0.768869655 S            5.48198440   13.70784      763         0.24127298   1           
1             0.143978355 -0.931651798  0.475811151 S            0.91678063   13.70784      763         0.39697914   1           
1             0.364368200 -1.183619867  1.105213111 S            1.09634571   13.70784      763         0.25068610   1           
1             0.027583167  0.591561239  0.133954367 S            0.19886193   13.70784      763         0.86686392   1           
1             0.722770782 -0.479196338  0.093327174 S            0.89006392   13.70784      763         0.41168286   1           
0            -0.251777410  1.170590293 -0.844876961 S            0.43197331   13.70760      653         0.95763972   1           
1             0.136519846 -1.251498323  0.675645209 S            0.60372641   13.70721      491         0.29252045   1           
0             0.042712419  1.634058311 -1.335314646 S            1.08988391   13.70721      491         0.97113196   1           
1             0.803601615 -0.982222127  0.693488713 S            0.31116773   13.70715     1246         0.22640718   1           
0             0.836012778 -0.905836871  0.439003218 S            1.19103722   13.70519     1658         0.24579769   1           
0            -0.043363626 -1.093550035  0.424030500 S            2.67146573   13.70519     1658         0.39309439   1           
1             0.556197414 -0.906891296  0.392898201 S            0.89547012   13.70519     1658         0.30679541   1           
0            -0.255991771 -1.171968916  0.373842475 S            0.57909035   13.70369      891         0.42371299   1           
0             1.581954637  1.444494739 -0.556773860 S            0.40140523   13.70369      891         0.81549024   1           
1             0.646093671  0.276053157 -0.464918869 S            5.27651422   13.70051     1880         0.70159950   1           
1             0.069423584 -0.136022667  0.375389453 S            3.70305460   13.70051     1880         0.68623610   1           
0            -0.899303333 -0.464011087 -1.070700249 S            0.37750921   13.70051     1880         0.82836970   1           
1            -0.016409908 -1.129862038  0.767444406 S            0.22374759   13.70051     1880         0.36293155   1           
0             0.206253873 -0.932727898  0.504716816 S            4.43012042   13.70051     1880         0.37974082   1           
0            -0.075016810  0.183282365 -0.204686732 S            2.93281562   13.70051     1880         0.81220390   1           
1            -0.506731078  0.829557118 -0.521381031 S            7.28256571   13.69958     1277         0.94645783   1           
1             0.391746386 -0.554793644  0.925210805 S            4.72361166   13.69909     1874         0.44410662   1           
1            -0.550663515 -0.929369548  0.136059272 S            1.06675731   13.69909     1874         0.59398610   1           
1            -0.092056168 -1.610551100  0.815791274 S            0.31650647   13.69648      481         0.23930262   1           
0             1.231647267  0.420181973  0.312810388 S            4.35389511   13.69607     1208         0.57809002   1           
1            -0.731001774  0.253714645 -0.024932957 S            7.03911522   13.69573     1055         0.90397425   1           
1             1.006406358 -0.333462680  0.567483548 S            2.66787627   13.69517      648         0.37124264   1           
0            -0.196566252  1.488793725 -1.771298703 S            2.06596437   13.69476     1699         0.97424723   1           
1            -0.768870383 -0.316823546  0.307606455 S            0.72796934   13.69476     1699         0.80881900   1           
0             0.163352287 -1.005328954  0.773054104 S            0.63111919   13.69308      867         0.35809646   1           
0             0.313917147 -0.283144163  0.943860767 S            0.88910925   13.69308      867         0.55828698   1           
1             1.434421690 -0.137609277  0.787798580 S            1.91870735   13.69267      841         0.32164384   1           
1             0.255886309 -1.085089135  0.714025480 S            0.73148843   13.69267      841         0.31310575   1           
1             0.358061819 -0.148165258 -0.300229109 S            1.99864968   13.69162      741         0.63446925   1           
0             1.265362153 -1.192331943  0.763199093 S            3.78380083   13.69162      741         0.11636340   1           
0            -0.208936462 -0.145798348 -0.439543357 S            1.93282001   13.68998     1537         0.76572055   1           
1             0.408967659 -0.773085136  1.000317857 S            2.37928824   13.68998     1537         0.36419201   1           
0            -0.180860936 -0.512142341  0.624133376 S            0.76413915   13.68998     1537         0.62090981   1           
0             0.087220920 -0.290776059  0.822582761 S            0.28264013   13.68998     1537         0.61884496   1           
1             0.493891576 -1.167961591  0.622277003 S            0.92982098   13.68998     1537         0.24163185   1           
0            -0.652172004  0.817054594 -0.355960895 S            5.94292960   13.68951     1636         0.95201727   1           
1             0.285113962  1.596909908 -1.382053670 S            4.20946160   13.68951     1636         0.96121079   1           
0            -0.279489106 -1.547507445  0.428493912 S            0.76080117   13.68951     1636         0.30742658   1           
1             0.321830444  0.874377527  0.069980485 S            3.52716021   13.68901     1399         0.87646662   1           
0             0.978876577  0.798037764  0.253168044 S            4.13779373   13.68832     1123         0.75409929   1           
0            -0.139808818  1.069710245 -0.566603510 S            0.33975030   13.68832     1123         0.94364055   1           
0            -0.060584899  0.593306459 -0.258054938 S            3.42485867   13.68629     1226         0.88355511   1           
0             0.419579358 -0.262949437  0.763549065 S            1.03449451   13.68629     1226         0.54346982   1           
1            -0.406435355 -0.273619020  0.275758996 S            6.01925848   13.68429      822         0.75346762   1           
1            -0.382089084 -1.372228082  0.264184557 S            3.47702774   13.68344     1554         0.39298893   1           
1             0.729168121  0.994934677 -0.301867385 S            0.49707608   13.68344     1554         0.85092375   1           
1             1.375269044 -0.516806291  0.571429610 S            2.78611641   13.68328      772         0.23522618   1           
0            -0.204631144 -0.129415744  0.118788910 S            2.06360949   13.68328      772         0.75454459   1           
1             1.369781279  0.248500787 -0.326121971 S            4.10712306   13.68180      708         0.50465390   1           
1            -1.235572940  1.091351587 -1.307895094 S            5.16904498   13.68180      708         0.98420208   1           
1             0.120268785 -0.879694269  0.369201541 S            1.21703495   13.68104      730         0.42429598   1           
0            -0.167005088  1.116103674 -0.669693112 S            2.15106796   13.68036      690         0.94913682   1           
1             0.101683151 -1.007717029 -0.062562563 S            6.30054382   13.68029      711         0.40089712   1           
0             1.780332785  1.165131890  0.449994371 S            6.09419402   13.67922      425         0.67723266   1           
1            -0.114189142  0.018067852  0.450511721 S            1.38867439   13.67922      425         0.76559156   1           
1             0.279171410 -0.043755500  0.686818955 S            2.46595032   13.67860      850         0.65497571   1           
1             0.580422408 -0.060769866  0.096649372 S            0.33305722   13.67860      850         0.59323242   1           
0            -0.321966225  0.004796759  0.146680163 S            0.47887771   13.67690     1199         0.80718334   1           
0            -0.196839124 -1.197438318  0.677298700 S            0.66636887   13.67670      942         0.38941907   1           
1            -0.256204005 -0.653728552  0.965609756 S            2.30175574   13.67585      669         0.58151422   1           
1            -0.174524236 -0.187888269  0.898922323 S            0.29037989   13.67585      669         0.71060273   1           
0             1.903883290  1.874561070 -0.278282310 S            3.56813351   13.67557     1355         0.84529793   1           
0            -0.397855038 -0.198389934  0.586442905 S            1.07761078   13.67547      275         0.76284626   1           
1            -0.866407063 -1.059861983  0.381252753 S            1.89375622   13.67474      991         0.62332861   1           
0             0.615228784  0.919138382  0.008076004 S            1.19639353   13.67474      991         0.84747183   1           
0             0.436649036  0.145162285  0.572839642 S            0.77764159   13.67411      186         0.67928949   1           
1             0.759426625 -0.057679139  0.286268302 S            2.69998974   13.67295     1461         0.54045083   1           
1             0.342144269 -0.883053894  0.466326401 S            0.51112579   13.67295     1461         0.36302498   1           
1             1.714934395 -0.356002514  0.767337893 S            0.12817891   13.67295     1461         0.20609665   1           
1             0.543766565 -0.491647989  0.407936856 S            0.18668887   13.67295     1461         0.44359292   1           
0            -0.362351322 -0.778800961  0.639334337 S            1.18233718   13.66991      308         0.57827132   1           
0            -0.541901283  0.040082259  0.183163485 S            0.22815560   13.66991      308         0.84712084   1           
0             0.206223554  0.350020630  0.040192282 S            7.02076410   13.66974     1979         0.79558463   1           
1             0.244607588 -0.847620367  0.611032247 S            0.69958919   13.66974     1979         0.39443786   1           
1            -0.178374767  1.165164403 -0.220917321 S            0.71081959   13.66763      726         0.94993114   1           
0            -0.133684351  0.067031426 -1.006376396 S            6.88543588   13.66754      591         0.81456347   1           
0            -0.036935968  0.333254506 -0.498079991 S            1.17102473   13.66754      591         0.84206883   1           
1             0.383226707 -1.526374319  0.923577602 S            0.50641775   13.66754      591         0.17279737   1           
0            -0.222034332 -0.724641507 -0.213633844 S            1.43766968   13.66511      701         0.58939409   1           
0            -0.959820341  0.204463814 -0.024009842 S            0.87170382   13.66511      701         0.91831346   1           
0             0.108171448  0.370518297 -0.065818825 S            6.05700720   13.66469      238         0.81875751   1           
1            -0.434753434 -1.372318607  0.560661628 S            0.74565083   13.66293     1043         0.39641026   1           
1            -0.217122631  0.835087747 -0.445543603 S            3.29240990   13.66152      572         0.92808978   1           
1             0.553256457 -0.486574764  1.499788878 S            0.39825373   13.66152      572         0.40489365   1           
0             0.040104973 -1.177737017  0.634039108 S            0.47905505   13.66126     1510         0.33826915   1           
0             1.151422816  0.877365426 -0.866590447 S            7.24275212   13.66095      399         0.76935511   1           
1             0.868090431 -0.618068074  0.134405780 S            0.21938905   13.66024     1262         0.32911032   1           
1            -0.381482701 -0.697616605  0.612569081 S            0.66647199   13.65997      640         0.61133711   1           
0            -0.377116745 -0.441039410  0.362668729 S            1.57461407   13.65981     1520         0.69857631   1           
0            -0.212968908 -0.942725174  0.641535611 S            0.45799379   13.65975     1563         0.48171172   1           
1            -0.769416127  0.627083124 -0.315455431 S            5.16484406   13.65632      535         0.94500459   1           
0            -1.441136725 -1.664147004 -1.724823425 S            4.75679478   13.65628      146         0.64136803   1           
0             0.430736803  0.654569449  0.649275573 S            3.35134778   13.65563     1965         0.81064875   1           
0            -0.359531642  0.336233927 -0.338391282 S            2.39516780   13.65563     1965         0.88101109   1           
1             0.261313435 -1.137172889  0.666698096 S            0.67749045   13.65563     1965         0.29793423   1           
1            -0.384453977 -0.396791552  0.393035147 S            0.51701087   13.65410      280         0.71210217   1           
0            -0.485871508  0.853270751  0.095386430 S            0.80828828   13.65388      716         0.94240656   1           
0             0.873062770  0.663833854  0.213509614 S            6.49396624   13.65354     1035         0.74143580   1           
0            -0.383665679 -1.130346538  0.266456839 S            3.58710986   13.65354     1035         0.47574416   1           
