bpt lgm_tot_p50 sfr_tot_p50 color_gr zoo RprojLW_Rvir logM200_L groupID distance weights
1            -0.155908282 -0.718422057  0.269124742 S            1.58217995   14.09733      132         0.55732179   1           
0             0.129849634 -0.238942460  0.629672065 S            0.47471344   14.09480      210         0.63142210   1           
0            -0.271606129  1.659849778 -0.994010716 S            4.22468376   14.09246       39         0.97897998   1           
1             2.153349193 -0.714520556  0.411177902 S            0.48598022   14.09246       39         0.09381983   1           
1             0.651702712 -0.759842985  0.507983222 S            1.67424266   14.08976      285         0.32524256   1           
0             0.454901159 -0.930276073  0.371671634 S            0.80696727   14.08976      285         0.32394468   1           
0             0.759547901 -0.479308538  0.484276418 S            0.40667489   14.08976      285         0.38880192   1           
0            -0.705109226 -0.989422052  0.264798276 S            1.46639426   14.08958      203         0.60938959   1           
1            -0.596687973 -1.428298761  0.481004940 S            0.62116673   14.08958      203         0.42243233   1           
1             0.619958570 -1.147770690  0.819711976 S            0.96487203   14.08722       92         0.21766106   1           
0             1.797796611  1.673925014 -0.537581188 S            6.39301185   14.08644      281         0.82781532   1           
0             1.460920621 -0.824156540  1.078031946 S            0.37021791   14.08644      281         0.14547414   1           
1             0.019973062 -0.481567839  0.571520907 S            3.78440750   14.08492      296         0.58113402   1           
0             0.568901134  0.706936508 -0.382462404 S            1.99173401   14.08492      296         0.82131367   1           
1             0.737142055  0.467419324  0.624402195 S            0.92670343   14.08492      296         0.70434257   1           
1             0.256644288 -1.280760850  0.669381216 S            2.60117910   14.08424       85         0.25881268   1           
1            -0.723088478  1.510482114 -1.273019616 S            0.63928757   14.08424       85         0.98461098   1           
0             0.393383619 -1.138858439  0.735627380 S            0.75932729   14.08424       85         0.26671877   1           
1             0.060358160 -0.405290575 -0.496025808 S            0.32338845   14.07082       13         0.63226887   1           
0            -0.680671998  1.465575208 -1.747470169 S            2.30908068   14.06971      202         0.98398456   1           
1            -0.857038449  0.528409591 -0.578304751 S            1.42151378   14.06971      202         0.94471514   1           
0             0.623627186 -1.045798732  0.370099295 S            0.90262572   14.06765      228         0.25397181   1           
0             0.305852256  1.394882700 -0.543819821 S            5.98718488   14.06638      160         0.94200126   1           
1             0.422095847 -1.341422804  1.192853221 S            2.48898300   14.06638      160         0.19958259   1           
0            -0.738005496 -1.436086462  0.518644691 S            0.33509522   14.06487      106         0.45586336   1           
1            -0.577404999 -0.581819821  0.033862352 S            0.57386265   14.06487      106         0.71238095   1           
0            -0.105063080 -1.111401312  0.273507002 S            1.82483285   14.06228      211         0.40820964   1           
0             0.614804316 -0.912232272  0.417710714 S            0.59501441   14.06228      211         0.29129015   1           
1            -1.223596879  0.468227674 -0.878910478 S            0.60512643   14.06228      211         0.96052015   1           
0             0.134821974 -0.330360094 -0.082161000 S            3.75970460   14.06190      221         0.62414260   1           
1            -0.172250300  1.306052296 -1.112037531 S            2.69677687   14.06190      221         0.96299839   1           
1            -0.167702429 -0.354310971  0.421367669 S            0.57783065   14.06190      221         0.67426775   1           
0             0.473426155  1.902933647 -0.173660946 S            0.10758797   14.06190      221         0.96306847   1           
1             1.097454743  0.780432358  0.289489060 S            6.85944006   14.05999      224         0.72380836   1           
0            -0.441908752 -0.978168902  0.526014393 S            1.18664990   14.05999      224         0.53498678   1           
0             0.231540038 -0.763504785  0.296615303 S            0.88568704   14.05999      224         0.43709676   1           
0             1.749862047  1.143994811 -0.214785202 S            0.52168489   14.05999      224         0.69826767   1           
1             0.504291042  1.213182564  0.018854130 S            1.18104128   14.05579       87         0.90391427   1           
0            -0.927348540  0.608519760 -0.285454201 S            7.08848745   14.05439      196         0.95183239   1           
1            -0.319480055 -1.021317455  0.500725106 S            4.86194464   14.05439      196         0.48803347   1           
1            -0.234404542 -0.684258429  0.666348124 S            0.48710445   14.05439      196         0.57583240   1           
1             1.360291387 -0.280988903  0.745279508 S            0.70141396   14.04944       47         0.29738076   1           
0             1.324150970  0.529087891  0.871852743 S            0.74755346   14.04944       47         0.57134039   1           
0            -0.550511920 -1.263082973  0.559418974 S            1.80268303   14.04880      309         0.46408478   1           
0             0.415152764  0.375846140  0.475339450 S            2.24572191   14.04880      309         0.75179811   1           
1             0.496013916 -0.528705867 -0.252541610 S            0.99620829   14.04848      225         0.46685467   1           
1             0.157864522 -0.668354078  0.390803441 S            0.88112926   14.04848      225         0.48629462   1           
0             1.000069657  0.735796517 -0.449383152 S            1.67960016   14.03932      272         0.75236074   1           
1             0.669560687 -0.454493211  0.867176305 S            0.51298169   14.03932      272         0.40719716   1           
1             1.281886085 -0.725917782  0.806986179 S            0.39126587   14.03932      272         0.19736245   1           
0             1.241773860 -1.004662129  0.444541907 S            2.01176955   14.03595      181         0.15502849   1           
1             0.406178297  0.005085291  0.335959265 S            0.62698660   14.03595      181         0.65072608   1           
1             0.265133647 -1.262200673  0.674752526 S            2.80045741   14.03540      279         0.26187654   1           
0             0.393504896 -0.853988992  1.068050134 S            3.67774381   14.03540      279         0.34013162   1           
0             0.387532025 -0.475919588 -0.007794469 S            4.07317041   14.03540      279         0.50561169   1           
0             0.061085819 -0.960178650  0.525121710 S            1.31563334   14.03540      279         0.40718758   1           
0            -1.003965012 -0.695951455  0.195326282 S            7.13504836   14.03540      279         0.76567369   1           
1             1.192626530  1.567954911  0.948709655 S            1.25698465   14.03540      279         0.86555189   1           
1             0.189699621 -0.365227395  0.127081727 S            0.51298101   14.03540      279         0.59143519   1           
1             0.607012296  0.380832028  0.870351414 S            0.81756527   14.03540      279         0.70111680   1           
0             0.201402810 -0.572453671  0.706138428 S            0.66000078   14.03540      279         0.49670110   1           
0             0.605890488  1.336031246 -0.508756676 S            1.14853472   14.03266      244         0.91514298   1           
1             0.488221897  0.822997357 -0.270826383 S            1.83519324   14.03201      231         0.85289777   1           
0             0.460964988  0.881746263 -0.282695001 S            6.15536108   14.03201      231         0.86648060   1           
1             0.906292550  0.829799125 -0.846865209 S            2.78013750   14.03201      231         0.80208018   1           
1            -0.186530616 -0.855080392  0.781483866 S            2.67356247   14.03201      231         0.50008065   1           
1             0.198825683 -0.884425794  0.509925821 S            1.03578958   14.03099      312         0.39741544   1           
0             0.273350135  1.312077819 -0.292621021 S            0.63608869   14.02860      151         0.93533392   1           
1             0.168567179  0.299053904  0.418745414 S            4.08029519   14.02842      205         0.78154459   1           
1             0.120268785  0.634485902  0.436193298 S            2.00361645   14.02842      205         0.85698941   1           
1            -0.170249236 -1.101191111  0.520318470 S            3.87832230   14.02842      205         0.42014058   1           
1             0.021428381 -0.876133194  0.652805726 S            1.11525985   14.02842      205         0.44169755   1           
0             0.878944684 -0.599558898  0.871061502 S            0.44070852   14.02798      187         0.30938910   1           
0             1.296863742 -0.641051226  0.774570650 S            0.62832438   14.02798      187         0.21477767   1           
0            -0.936717155  1.374470459 -0.799974022 S            0.61792932   14.02669      128         0.98420147   1           
0            -0.578405531 -1.350597705  0.326631749 S            6.35519537   14.02438      180         0.44955714   1           
0            -0.403858228 -0.038264202 -0.376391149 S            6.59182310   14.02438      180         0.82265531   1           
0            -0.743735814 -1.013032504  0.216857173 S            1.81190439   14.02284      135         0.61308106   1           
1             0.449170841 -1.106217161  0.471652063 S            3.51685518   14.02284      135         0.27123173   1           
1            -0.188713594 -1.185810318  0.438541661 S            0.30750398   14.02284      135         0.39930756   1           
1            -0.315750801  0.992837685 -1.180479897 S            1.12482057   14.02284      135         0.95201444   1           
0            -0.254415176  0.883525691  0.118088966 S            1.99262436   14.01436      158         0.92988694   1           
0            -0.178374767 -0.543192418  0.726492601 S            0.49906985   14.01436      158         0.60659045   1           
1             1.267272259 -0.410960118  0.499720838 S            0.83999879   14.01436      158         0.28791576   1           
1            -0.118797652 -0.167126422  0.355816377 S            0.33633533   14.01436      158         0.72001474   1           
0             0.303760235  1.597417996 -0.851227179 S            2.55016979   14.01391      297         0.95751414   1           
0            -0.176889129  0.147688187 -0.956558631 S            5.65284678   14.01391      297         0.83636845   1           
0             0.067452839  0.262689754  0.350734174 S            0.58800299   14.01391      297         0.79290873   1           
1            -0.513189055 -1.232519946  0.417441895 S            0.12542026   14.01195      104         0.46969973   1           
1            -0.188531679 -0.998639028  0.644244091 S            0.11598008   14.01195      104         0.45571898   1           
1             0.382529366 -0.606859548  0.692580814 S            0.14924479   14.01195      104         0.43686748   1           
0             0.332715016 -1.165335091  0.662909268 S            0.42920910   14.01195      104         0.27437154   1           
1            -0.392822060  0.974877906 -0.814784435 S            3.13904708   14.00995      271         0.95228206   1           
1             0.723255888 -0.790594712  0.557405366 S            2.70181145   14.00995      271         0.29806737   1           
1             0.197340045 -0.281956756 -0.087836634 S            3.07170035   14.00995      271         0.62434718   1           
0             1.421475417 -0.722721357  0.752588345 S            0.16999494   14.00995      271         0.17642037   1           
0            -0.692071995 -0.309805945 -0.145541451 S            0.72821971   14.00995      271         0.80752465   1           
0             0.132729953  0.515160045  0.257524943 S            1.12389314   14.00823      233         0.83707572   1           
1             0.806936721  1.240832216  0.971929542 S            1.96307337   14.00784      241         0.86042786   1           
1             0.350482033 -1.127855188  0.710196075 S            0.57041530   14.00784      241         0.27963331   1           
1             0.445775097  0.147697750  0.107534011 S            2.06973654   14.00465       65         0.69220168   1           
1            -0.503608206 -1.077631659  0.250185674 S            0.87600812   14.00465       65         0.52684731   1           
1             0.480581473 -0.047033908 -0.448378884 S            0.94893045   14.00465       65         0.64138216   1           
0             0.645244735 -0.423482659  0.074717789 S            1.13957319   13.99272      327         0.45176714   1           
0             0.934549991 -0.865588943  0.965995233 S            0.61640026   13.99272      327         0.22336696   1           
0             0.302729384  0.562735272  0.399755625 S            4.49668279   13.99239       69         0.81753233   1           
0            -0.259569430 -1.385624508  0.567442971 S            0.11901227   13.99239       69         0.34789562   1           
0             0.269651200  1.591198800 -1.191577562 S            3.45306039   13.99216      188         0.96051828   1           
1            -0.296558783 -0.502776190  0.359579845 S            2.98470607   13.99199      385         0.66116743   1           
1             0.291480982 -1.045682707  0.862154966 S            0.24074844   13.99199      385         0.31212381   1           
1             0.047078376  1.399735733 -0.502036198 S            0.53666810   13.98834      115         0.95549686   1           
1            -0.832965050  0.255654048 -0.189379257 S            1.04229943   13.98750      177         0.91512902   1           
1             0.323710230 -1.210799044  0.803740062 S            1.29785010   13.98750      177         0.25997065   1           
1             0.191640046 -0.931015573  0.527470074 S            1.30600149   13.98655      189         0.38324678   1           
0             0.906959571 -0.107384125  0.353544094 S            7.20968350   13.98655      189         0.48121425   1           
0             0.351603841 -0.936003373  0.459803733 S            1.45946806   13.98655      189         0.34408999   1           
0            -0.447548112 -1.027740905  0.442274697 S            0.12626125   13.98655      189         0.52229414   1           
0             0.813394698  0.913309987  0.862220903 S            0.71646112   13.98495       97         0.79772772   1           
1             0.657645264 -0.679185204 -0.493824534 S            0.63656310   13.97907      325         0.38190397   1           
1             0.432192122 -0.203349430  0.713903750 S            0.39433610   13.97907      325         0.56234474   1           
1             0.677019196 -0.898839671  0.396235616 S            0.37006617   13.97907      325         0.28204178   1           
1            -0.092238083 -0.976841627  0.267116207 S            0.47504097   13.97888      256         0.45086596   1           
0             0.043015611  1.263986090 -0.770175675 S            6.05626909   13.97739      304         0.94884868   1           
0             0.093345387  1.498938773 -0.335723379 S            2.96893193   13.97739      304         0.95816050   1           
1             1.357835537 -0.399949982 -0.018283487 S            0.94133008   13.97739      304         0.28620242   1           
1            -0.062828515 -1.174226942  0.453940433 S            3.55596092   13.97584      222         0.37056020   1           
1             0.844350542  0.657979564  0.556046055 S            1.72019300   13.97584      222         0.73641914   1           
0            -0.725028903 -0.591711272  0.278183440 S            0.25988171   13.96924      140         0.73442901   1           
0             0.772342579  0.885161925  0.001188148 S            0.64682551   13.96924      140         0.81752827   1           
1             0.255128330 -0.868470443  0.508373771 S            2.30684199   13.96873      194         0.38831760   1           
1             0.374979900  0.245573515 -0.340364313 S            4.08761428   13.96616      287         0.74769958   1           
1            -0.276093362 -1.313379177  0.291086758 S            0.94204108   13.96616      287         0.38443583   1           
1             1.140659520  1.547466042 -0.936493565 S            5.71089021   13.96538      453         0.89640033   1           
0             1.257115346  0.757631430  0.035008638 S            1.53258847   13.96538      453         0.68917065   1           
1             0.682234088 -0.738758308 -0.837639133 S            0.80926694   13.96446      102         0.36776466   1           
0             0.702426637 -1.020427505  0.689248471 S            0.69261872   13.96382      332         0.23641754   1           
1            -0.485325764 -0.657827677  0.444313664 S            0.88017560   13.96382      332         0.65562801   1           
1             0.765035666 -1.367518232  0.952894104 S            4.90575251   13.96293      514         0.14681076   1           
0             1.267423854 -0.302962382  0.729997394 S            5.02375515   13.96293      514         0.31253213   1           
0             0.244759184  0.564706167  0.176280700 S            1.40566226   13.96293      514         0.83154254   1           
0             0.386440536  0.020927423  0.132792865 S            3.46987779   13.96059      108         0.66694381   1           
0            -0.040119478  1.342995551 -0.776115056 S            0.45345134   13.95933      100         0.95773284   1           
0             0.644062288  1.082959664  0.368405228 S            5.36157482   13.95905      523         0.86534247   1           
0             0.276685241  0.351455388 -0.156841998 S            5.62825404   13.95427       52         0.78804507   1           
0            -0.499939590 -0.951601725  0.395165411 S            3.57428891   13.95427       52         0.56417883   1           
1             0.132699634 -0.795743163  0.498138356 S            1.24350770   13.95427       52         0.44518150   1           
0             0.264951733  0.225600128  0.207423143 S            0.70606174   13.95427       52         0.75006989   1           
1            -0.532623626  0.140556347 -0.431417919 S            0.25749689   13.95427       52         0.87317913   1           
1            -0.141991796  1.441296274 -1.097967639 S            4.77409876   13.94733      474         0.96809543   1           
1             1.527622734 -0.004929834  0.743407918 S            3.12531805   13.94620      339         0.34171261   1           
1            -0.150511475  1.188213855 -0.888065545 S            0.42080296   13.94582      198         0.95434916   1           
0             0.263526733  0.620461666  0.335756383 S            5.70753942   13.94514      406         0.83633964   1           
1             0.632055908 -1.262432723  0.524959404 S            5.50000403   13.94514      406         0.19626046   1           
1             1.207270676  0.897278429  0.654454146 S            5.01391848   13.94514      406         0.72229118   1           
1             0.942796798 -0.234587187  0.513455974 S            4.47824949   13.94243      517         0.42230292   1           
1             1.129653672  0.297813584  1.066777047 S            2.65191519   13.94233      432         0.53673368   1           
0            -0.518222033 -0.845902941  0.451673222 S            2.41882709   13.93877      410         0.60269686   1           
0            -0.173190193 -1.031212731  0.845254865 S            0.70063613   13.93853      212         0.43340320   1           
1             0.806663848 -0.915264222  0.948729943 S            1.30761297   13.93853      212         0.23591069   1           
0             1.104670698  0.145802335 -0.813075151 S            4.81013957   13.93576      455         0.55730336   1           
0             0.300425129 -1.214106395  0.641850079 S            0.23847811   13.93576      455         0.26842236   1           
1             0.713432486 -0.428906509  0.311836552 S            0.28948689   13.93553      157         0.42356753   1           
1             1.496727528 -0.529551192 -0.425782861 S            0.83499008   13.93460      232         0.23407103   1           
1             0.492042109 -0.670658003  0.524513063 S            2.20966651   13.93460      232         0.39258972   1           
1            -0.171189130 -1.216750745  0.469699320 S            0.61307409   13.93460      232         0.38351675   1           
1             0.493830938  0.348926680 -0.013794715 S            2.30573059   13.93456      310         0.74188559   1           
0             0.488979875  0.752807798  0.948035071 S            0.68021510   13.93456      310         0.81542691   1           
1            -0.771356552 -1.136004989  0.109375169 S            0.68121073   13.93456      310         0.58280727   1           
0            -0.345766751 -1.209334069  0.458515430 S            0.38935686   13.93454      372         0.43167896   1           
0            -0.706321992 -0.532284792 -0.358578078 S            6.81563339   13.93092      311         0.76320415   1           
0             0.113204425  0.427827894  0.193880745 S            2.67479432   13.93092      311         0.82422855   1           
0             0.381043728  0.142814244  0.141395078 S            2.46235542   13.93092      311         0.70442026   1           
0             0.090070920 -0.191549304  0.847724958 S            1.11840504   13.93092      311         0.64929992   1           
1            -0.548450218 -0.468439163  0.393476416 S            0.13805719   13.93092      311         0.72756450   1           
1            -0.358379515 -1.085249785  0.490910671 S            0.99592334   13.93092      311         0.47663379   1           
0             0.714493656 -0.854564017  0.561422437 S            0.06804060   13.93092      311         0.28158668   1           
1             0.631752716  1.643498922 -1.017555214 S            0.86626071   13.93092      311         0.94532811   1           
1             1.179498342  0.267616481  0.427722959 S            2.37828037   13.93051      379         0.53557748   1           
0             0.277230985  0.435135684  0.648580701 S            3.98355215   13.93051      379         0.78823609   1           
1            -0.281035383  0.517467541  0.137443944 S            0.18519944   13.93051      379         0.89108648   1           
0             0.727379291  1.185829349 -0.004736017 S            4.25655405   13.93018      261         0.87727905   1           
1             0.728531419 -0.038227737  0.950353002 S            4.58242201   13.93018      261         0.53193814   1           
1            -0.340036434  0.853944382 -0.157364420 S            5.94153578   13.93018      261         0.93554128   1           
0             0.007936363 -0.660538327  1.072265015 S            0.50971426   13.92922      269         0.50507271   1           
1             0.624688356 -0.986668052  0.872517183 S            3.86043892   13.92808      409         0.25579035   1           
0            -0.130015735 -1.185228918  0.429249649 S            0.58882050   13.92808      409         0.38477150   1           
0             0.854840966 -0.942731549  0.639948056 S            0.78102127   13.92808      409         0.22770956   1           
0            -0.059250856 -1.206309769  0.626988945 S            0.23409311   13.92631      169         0.35368231   1           
0            -0.069347131 -0.698797255 -0.575763649 S            0.97716396   13.92631      169         0.57070415   1           
0             1.207361634  1.012017639 -0.129158700 S            6.67448210   13.92500      739         0.77325633   1           
1             1.515676992 -0.517246166 -0.191073325 S            0.70251553   13.92113      526         0.22756107   1           
0            -0.630160306 -0.764583435  0.130784330 S            1.13632748   13.91889      389         0.66725950   1           
0             0.706792594 -0.989466677  0.519146825 S            2.09753876   13.91750      260         0.24789593   1           
0             0.740598437 -0.634581875  0.914239941 S            0.41938103   13.91750      260         0.32981163   1           
1             0.286326728 -0.771848386  0.464038902 S            0.27093771   13.91750      260         0.41403843   1           
1            -0.275214107 -0.790226237 -0.166311533 S            5.27682226   13.91538      199         0.57950276   1           
0             1.348194050 -0.778065286  0.795797217 S            0.19606473   13.91538      199         0.17579821   1           
0            -0.392155039 -1.344235455  0.690617927 S            0.35721161   13.91538      199         0.39038280   1           
0            -0.215667312 -1.335126854  1.221099518 S            0.64563232   13.91538      199         0.33218442   1           
1             0.072000711  0.677996555 -0.005593195 S            6.35730402   13.91437      413         0.87715653   1           
0            -0.410710354 -1.290820601  0.557729978 S            0.43097764   13.91437      413         0.41761420   1           
0             0.895226063 -0.677284179  0.669822485 S            0.61437640   13.91437      413         0.28906840   1           
1             0.128121443 -1.160010691  0.753070191 S            2.25157251   13.91366      254         0.31908877   1           
0            -0.103304570 -0.859522493  0.636240381 S            0.55321402   13.91366      254         0.48133709   1           
0             0.566627199 -0.845196591  0.704109604 S            0.49462770   13.91366      254         0.31327123   1           
1            -0.531926285 -0.493206039  0.083035966 S            4.05227148   13.91338      333         0.72597032   1           
1            -0.398764612 -1.259847023  0.454828043 S            1.89261309   13.91137      166         0.42856332   1           
1             1.545147198  0.213941782  1.516065116 S            0.06903530   13.91063      248         0.38221340   1           
0             1.083750490 -1.513793893  1.016233978 S            0.15193073   13.90881      750         0.08989102   1           
0            -0.338368881 -0.787252937 -0.317803794 S            3.34281677   13.90851      541         0.60212814   1           
1             0.595339426 -0.148757878  0.714203002 S            6.68856212   13.90851      541         0.53770145   1           
0             0.405026170 -0.086843108  0.528367828 S            1.01841437   13.90851      541         0.61497686   1           
0            -0.487448104 -1.350169305  0.540916102 S            1.01731631   13.90851      541         0.41819859   1           
1            -0.211786461 -1.212694970  0.757543747 S            3.37986701   13.90704      306         0.38548974   1           
1             1.301684485 -0.520923267  0.539876330 S            6.03085832   13.90704      306         0.24952752   1           
1            -0.191108806  1.149612844 -0.840312108 S            5.46444658   13.90683      370         0.95361140   1           
1             0.999645189 -0.537481693  0.618985236 S            0.57506697   13.90655      680         0.30776265   1           
0            -0.757409747 -0.639943251  0.605676153 S            0.47208513   13.90655      680         0.71877091   1           
0            -0.007768953 -1.110399162  0.698712933 S            1.80384191   13.90482      343         0.36932466   1           
0             0.970417536  1.593166126  0.040582831 S            1.40671551   13.90482      343         0.90597326   1           
1             0.846169691 -0.372194250 -0.072376998 S            0.20728097   13.90416      303         0.42131721   1           
1            -0.518585863 -1.570187147  0.593224248 S            0.19153943   13.90138      307         0.35205304   1           
1             0.038983165 -1.058682608 -1.404350442 S            0.82778809   13.90052      615         0.44664812   1           
0            -0.358349195 -1.434154837  0.750224766 S            0.46696904   13.89940      429         0.35079253   1           
1            -0.716418266 -1.552926196  0.505366040 S            0.26797906   13.89940      429         0.41077130   1           
1            -0.631130519 -0.216443681 -0.118395790 S            1.23855653   13.89826      546         0.81673929   1           
1            -0.357621536 -0.343216558  0.417690426 S            4.41323006   13.89808      697         0.72066012   1           
0            -0.340066753 -1.819346391 -0.763353755 S            0.41576868   13.89684      515         0.27780474   1           
0            -0.059645005  0.628080557 -1.889842869 S            2.73878655   13.89460      520         0.90937899   1           
0             0.426279889 -0.752484959  0.619533019 S            2.04030759   13.89294      358         0.37918564   1           
0             1.484417956 -0.513696566  0.546145395 S            0.54881384   13.89294      358         0.21610856   1           
1            -0.469711405 -0.186001906 -0.939075243 S            1.10179640   13.89294      358         0.81456157   1           
0             0.084189006 -0.677133729  0.740684223 S            0.93698480   13.89294      358         0.49060126   1           
0             0.833435651  0.952432064 -0.049689677 S            1.95496410   13.88663      376         0.82270141   1           
0             0.169961860 -0.349876648  0.432242164 S            6.94782668   13.88663      376         0.59122835   1           
1            -0.323300267 -0.990762078  0.436066496 S            1.60097382   13.88663      376         0.50197894   1           
0             1.617913140 -0.463345537  0.843560798 S            0.54141501   13.88663      376         0.19712386   1           
1            -0.682157636 -1.173115142  0.645263574 S            3.66538267   13.88515      391         0.52760482   1           
1             0.072061349 -1.191235443  0.561955003 S            0.66329189   13.88515      391         0.32873932   1           
1            -0.045182774 -0.849420667  0.666023512 S            0.78424078   13.88515      391         0.46819705   1           
0            -0.429447584 -1.462215039  0.457582171 S            0.05652278   13.88515      391         0.36900961   1           
1             0.214197488 -0.096278619 -0.678868467 S            3.88504582   13.88324      170         0.69681349   1           
0             0.710127699  0.972336448  0.131392977 S            0.48529904   13.88324      170         0.84147830   1           
0             0.586092088 -1.171643791  0.681447644 S            0.15617344   13.88316      717         0.22158641   1           
1            -0.804950162 -0.392362967 -0.322957006 S            4.53877703   13.88154      341         0.81242726   1           
0             1.370084470  0.953137930 -0.016178583 S            0.21793667   13.88154      341         0.72189070   1           
1            -0.051034369  0.850688221 -0.609989904 S            2.11368515   13.87946      388         0.91865338   1           
1             0.048048588 -0.683275404  0.316837603 S            0.48429324   13.87946      388         0.51325702   1           
0             0.763004284  0.904133595 -0.221089771 S            0.84197807   13.87885      707         0.82746113   1           
1             0.141886334  1.439317474 -0.614255506 S            6.65285855   13.87601       98         0.95416182   1           
1             1.252112688 -0.596315297  0.796892782 S            1.17638820   13.87601       98         0.23339896   1           
1             0.332442143 -0.971042926  0.368455948 S            5.88231844   13.87565      677         0.34068761   1           
1             0.774252685 -0.619387699  0.041465369 S            3.71701207   13.87317      149         0.35436474   1           
1             0.739506948  0.505246027  0.391295430 S            0.64199338   13.87317      149         0.72137307   1           
0             0.820822888 -0.546808319  0.521307522 S            0.24920457   13.87243      525         0.35038160   1           
1             0.771402686  0.240774924 -0.167386809 S            4.93213580   13.87063      246         0.65221323   1           
1             0.228750677 -1.113358437  0.678749309 S            2.85508525   13.87063      246         0.31200949   1           
0            -0.226066778 -1.375503557  1.046098262 S            0.26931135   13.86882      460         0.32775153   1           
1            -0.212635397 -1.449269963  0.686930540 S            0.10118005   13.86540       33         0.31340122   1           
1             0.541644225  1.854319933  0.780357869 S            3.68912720   13.86480      466         0.95186214   1           
1            -0.163579025 -1.606119200  0.564151205 S            5.36788062   13.86426      774         0.26160930   1           
1             1.026083482 -0.906066371  0.894337181 S            3.84379769   13.86426      774         0.19930133   1           
0             1.602844526  1.567247414  0.258960336 S            6.30217493   13.86410      745         0.82027461   1           
1            -0.921466626 -1.137157589  0.524173235 S            0.93751131   13.86410      745         0.60709276   1           
1             0.387228834 -0.889970770  0.867891465 S            0.25436357   13.86410      745         0.33681902   1           
1            -0.121314141 -1.340592779  0.391112836 S            4.57301395   13.86319      549         0.33419301   1           
1            -0.969795339  1.190631765 -1.099479113 S            4.14413401   13.86298      435         0.98119245   1           
1            -0.288615168 -0.617155174  0.642336996 S            3.97846346   13.86202      480         0.61317977   1           
1            -0.362654514 -1.388731683  0.709734518 S            0.16806637   13.86202      480         0.36771950   1           
1            -1.593672331  0.592261979 -1.433737953 S            1.06010425   13.86176      101         0.97898054   1           
1            -1.267256444  0.969183016 -1.002232523 S            4.29684411   13.86163      209         0.98115856   1           
0             0.210559191 -1.424939136  0.647743811 S            0.39560021   13.86163      209         0.23148151   1           
0             0.501804872  1.049347219 -0.535816111 S            0.62521704   13.85833      313         0.89044677   1           
0            -0.230038585 -0.327012327 -1.095588844 S            2.26608387   13.85725      815         0.74046850   1           
0            -0.771690063  1.010565923 -0.550200471 S            3.22319181   13.85525      368         0.96810698   1           
1             1.191959509 -0.930483898  0.978563795 S            0.90807671   13.85515       88         0.16589789   1           
0            -0.200750294  0.068329631 -0.102844857 S            7.14871538   13.85302      790         0.80616708   1           
1            -0.466922044 -0.158635049  0.207580377 S            1.35786165   13.85278      471         0.79442488   1           
0             0.764308007 -0.873442944  0.555244669 S            2.25364879   13.85278      471         0.26589633   1           
0            -0.328090691  0.560291989  0.244078915 S            4.99822828   13.85278      471         0.89996684   1           
0             1.251597262 -0.422434737  0.679241298 S            0.16445557   13.85196       63         0.28289009   1           
1            -0.488236401 -1.081859560  0.682817100 S            0.41992026   13.85196       63         0.50587976   1           
0            -0.596718292 -1.189821468  0.551014572 S            5.79350045   13.84974      302         0.50220868   1           
0             1.056402624  0.810668998  0.685495147 S            0.48126745   13.84974      302         0.72973255   1           
0            -0.704563482 -1.098015086  0.241553029 S            1.20581588   13.84974      302         0.57358387   1           
1            -0.743462941 -0.281974478  0.346159176 S            0.44385770   13.84974      302         0.81122611   1           
0            -0.432206626 -1.076889609  0.474117084 S            0.44399152   13.84974      302         0.49996842   1           
1             0.773252154  1.694084296 -0.338010878 S            1.04343327   13.84941      247         0.93533260   1           
1             1.357562665 -0.288510129  0.740420476 S            1.10007211   13.84893      440         0.29595543   1           
1             0.013515085  0.200235914  0.115405847 S            3.10680092   13.84870      363         0.79367300   1           
1            -0.832025156 -0.984193277  0.462192673 S            0.41915028   13.84870      363         0.63654803   1           
0             0.399235214 -1.339203029  0.653794778 S            0.50811361   13.84870      363         0.21678069   1           
1             0.183423559  0.533581374 -0.118096539 S            3.01048052   13.84590      465         0.84039578   1           
0            -0.624217755  0.730634514 -0.460901798 S            5.15774539   13.84590      465         0.94544576   1           
0             1.199175465  0.824607822  0.347949613 S            2.16440853   13.84553      574         0.71241471   1           
0             0.376041070 -1.053878407  0.694944393 S            1.81067571   13.84553      574         0.29551544   1           
0            -0.894846419 -1.003932829  0.331191530 S            5.92153499   13.84553      574         0.65002924   1           
0             0.011028916 -0.345878631 -0.572385658 S            2.76281336   13.84553      574         0.66562853   1           
1             0.496408065  0.037513644 -0.030491934 S            6.76533060   13.84553      574         0.65077133   1           
0             0.534670823 -0.940477349  0.682644650 S            1.25714562   13.84553      574         0.29319416   1           
0            -0.024323204  0.129180541  0.884766206 S            6.22485842   13.84261      580         0.76488132   1           
0            -0.081505107 -0.090856426  0.672698342 S            0.22745923   13.84261      580         0.72419729   1           
1             1.487965296 -0.718362132  0.540976967 S            0.59068868   13.84228      803         0.17134560   1           
0             2.416216157  1.457679005  0.309843233 S            0.18581421   13.84228      803         0.61867645   1           
1            -0.432843328  1.255964045 -0.887350384 S            2.26030863   13.84164      988         0.96886280   1           
1             0.595339426 -0.691042705  0.378559490 S            0.18875552   13.83574      449         0.36468261   1           
0             0.784530875 -0.216838166  0.899044052 S            4.83900031   13.83432      118         0.45677809   1           
