igal,groupID,x,y
168959,436,-1.2672436376253,-0.738597801284032
295515,70,0.41224982992538,1.2301266541845
304891,864,0.257360958363597,0.906111409779574
258069,418,0.175635088104729,0.132785368710444
543780,1726,0.0779399122837918,0.496943151023098
164312,710,-4.51547737718642,0.656724208223222
471696,96,1.14634137099226,1.99128288275526
345708,135,-5.72129059893098,3.00475254650077
188864,46,-5.33748081964878,4.04313888783998
107351,134,-6.42096321068701,7.28475238405965
59447,317,-0.163359264552684,0.465755749541042
105819,243,0.0491982920079456,-0.533816010035956
105866,1096,0.199254541683163,0.534471842338931
2460,296,0.217969708031315,0.249535749102203
6081,89,0.645900705752719,-0.0336413690264958
11794,285,0.787053096621471,0.406738011808895
11792,285,0.77545147310412,-0.157069811166908
6389,339,0.141993652657496,0.0898353660460629
14936,339,1.15959787181765,0.805404800003539
986,891,0.331641876663941,0.0441354970461993
972,891,-0.570337320366754,0.0127112379193518
10852,988,0.0924273257232579,0.729503206398407
20613,435,0.808011079459537,0.13401362300181
39042,26,-0.34554035994672,0.130575819086712
39476,26,2.76228412117141,-0.115273401945548
28263,63,0.0204111211437572,-0.244355928319222
153162,191,-1.65482547072305,-0.0148912087638765
156582,745,0.848231141113868,0.762985485044925
489689,248,-1.12918429328838,-0.135043646154189
157106,183,-0.343006711092069,0.143861657226869
40730,1087,0.342464378062853,-0.0924251369855336
42631,451,1.82072185674685,-0.229397782934094
36368,451,-2.05623269998821,0.782871423069116
53242,35,0.152914428285584,0.329938856275405
87819,627,0.00989866243876115,-0.66949916858982
87817,627,-0.0316373821160522,-0.41449145150728
58652,629,-0.147001179347976,-0.415448028069646
57993,580,0.0703823193037541,0.794063646032498
46634,240,0.607769649437971,-0.496145142128334
55394,358,0.460405947778811,-0.43311294557107
424690,134,-0.279499685516895,0.738488688514526
47975,50,-0.223748355144132,-1.32033591443584
49134,50,-0.0388631943433209,-0.0648146993668521
49122,50,-0.608457836898264,0.13285204659388
55512,340,-0.533718341889257,0.485742657848741
91386,199,0.21747546379005,-0.165220319603635
82441,97,-1.64361833004416,-0.035358024023434
90112,97,0.249672498326913,-0.029196138374694
90116,97,0.903242279921649,0.294257262992741
89515,818,-1.13477289063949,-0.893489274697178
97595,341,-0.11073939282533,-0.167346459236714
94714,341,-0.0359860795464019,0.620505477316478
95892,29,-0.172614997393376,0.492126411010282
99519,29,-0.0774443705665182,-0.51319280163071
95905,29,0.426392753267753,-0.204769053647934
144740,736,-0.54785556413593,0.830751236688935
107555,109,-0.13294572129893,-0.106424341185655
60933,1091,-0.322642283918477,-0.0963933332568278
60972,908,0.062691243215248,0.81366375829225
583031,990,-0.766276503272224,0.28242742891495
123145,434,-1.61367293205975,-0.815609401150471
140729,513,0.0274356157991078,0.0981793071956529
103775,342,0.258871010642689,-0.184141943527637
103783,342,0.626518982589515,-0.218637423041707
80465,342,-0.471119237698543,0.163920554727915
117295,69,-0.259455171864598,0.318850766797139
130493,744,-0.957497750844452,0.00948836919330395
129538,300,-0.0955123046149165,-0.637436361573504
134635,4,0.614449769428542,-0.380744013080664
134628,4,0.0833120499690916,-0.148297152548284
128673,4,1.25254611900199,-0.227966340780965
118666,483,-0.613645229578973,-0.678960732327935
120248,94,-1.03945961631908,-0.326802988460691
120257,94,-0.60427246815361,-0.348992452762309
99951,189,0.810949618608436,0.117932054251884
121972,326,1.06846973694216,-0.696686329545851
119241,200,-1.0424015264146,-1.23817812490088
121519,53,-0.328190015904216,-0.316102419109527
121546,53,-0.00933614398110985,-0.4635049900702
169295,90,-0.159895373112805,-1.32504061850483
167782,90,0.758021895803448,0.902026604340179
170326,1010,-0.230967906637002,-0.437743432490771
179190,166,0.929972468542898,0.80376155891234
180002,212,1.43054426240432,-1.32399304905707
180008,158,-0.186466699318576,0.588374157974254
181252,456,-0.500862410296114,-0.160270083836356
172785,208,1.54333540496716,0.333037475080109
137120,36,-0.199275517966844,0.392565371822191
139473,36,0.366871674213052,-0.662190369380517
138742,1002,-0.121097035015141,-0.742498748229377
187551,1012,0.39455208135709,-0.792364212080611
188354,1012,0.0152459294241628,0.433240348970494
187558,1012,1.45496476548486,0.115899728835799
191497,64,-0.701635773901431,-1.31719664191738
198777,118,0.16054970295035,0.823026180441387
181258,456,-0.100697063460067,0.082194923057909
181261,456,0.00642656993777446,0.142547787086243
113647,923,-0.636758623895432,-0.559642953501317
114458,221,0.271335651954366,0.0862239806230582
200764,100,1.02703032198867,0.126712538535032
213083,100,0.634693080500583,0.476828339011973
116137,643,2.48745034430585,0.164241552674049
117138,54,-0.185897601467345,-0.702909279737198
214319,38,-0.738960698452581,0.00493517033606897
214314,38,-1.35967099545582,-0.248101299455333
388773,870,0.0894452998819435,0.295613934763189
197405,1231,-0.0915493974170941,-0.133694558926498
166600,82,1.05531878265322,1.37403718763115
166058,82,-1.16122841924109,-1.09119648687823
218426,82,-0.498577721784594,-0.724800845669084
219250,87,-2.38114090702983,1.2822119222614
166687,87,-1.23724950700535,0.504603974624446
167351,57,-0.0412711135209705,-0.615317845678892
220013,231,1.62167717926881,0.471292009384653
217451,161,0.73687926752272,0.893191222903894
223234,389,-0.040252337275108,1.25019494869525
220848,1397,-0.555768042308556,0.265055711386562
233973,5,1.59361406828516,-0.644104767524428
233938,4,-1.26373493762818,-0.63716596681452
232081,5,1.10028292270307,0.364795836183059
197496,1593,0.522133366611241,0.0385324299100171
182906,1828,-0.719402818756846,-0.187055965231639
236499,46,-0.284290638352815,0.927295913877112
251264,554,-0.462347868891677,-0.566500833889784
235304,458,0.0679052946514608,0.237352045929439
211824,102,0.0945150481492755,-0.119424807332611
211272,1648,-0.406015113419741,-0.928433781855295
264474,74,1.20204284458269,0.117204969356747
264477,74,1.93142836746228,-0.0521278569875361
191014,1873,0.601039916009379,-0.926780067096871
266317,492,0.666500649915124,1.14294727754354
172183,597,2.26761365237375,-0.462224062004249
171608,57,1.78909678740806,1.28341088339954
275894,73,-1.14771218026774,-1.28326744859069
300851,70,0.157676893675973,0.117795997396688
300861,70,0.83123078612611,-0.188351439549769
298061,369,-1.14779453346285,-0.239698224115824
362865,182,0.401512466381239,0.470613662401906
363493,59,-0.585753910590106,-0.906380619590719
